AirlineID,ProductCode,ProductDescription,CommodityCode,CommodityDescription,SpecialHandlingCodes
176,GCR,General Airfreight,4205,SURFAC VEHICLS AND ACCESSORIES EXCL STEAM AND/OR MOTORSHIP PARTS
176,GCR,General Airfreight,4206,"SURFAC VEHICLS,SELF-PROPELLED AGRI MACH-INCL ACCESRS-EXCL ST"
176,GCR,General Airfreight,4209,"SURFACE VHCLS,SELF-PPLD AGRO MACH-INCL ACCSR-EXCL STEAM/MOTO"
176,GCR,General Airfreight,4211,PARTS OF AUTOMOBILE INCL ACCESSORIES /REPAIR EQUIPT
176,GCR,General Airfreight,4215,"CONSTRUCTION PARTS FOR CABLE CARS, PYLONS"
176,GCR,General Airfreight,4216,AUTOMOBILE TRANSMISSIONS
176,GCR,General Airfreight,4217,AUTOMOBILE GAUGES
176,GCR,General Airfreight,4220,"MOTOR-ASSISTED BI/TRI/MOTORCYCLES,MOTORSCOOTERS"
176,GCR,General Airfreight,4221,"MOTORCAR CUSHIONS, BACKRESTS"
176,GCR,General Airfreight,4232,"AUTOMOBL PARTS INCL ACCESRS MOTORSCOOTRS,MTR/BICYCLES,AGRI M"
176,GCR,General Airfreight,4234,INVENTORY MATERIALS FOR SHIPS
176,GCR,General Airfreight,4235,"MOTORSCOOTERS,MOTORCYCLES,CYCLES,PART OF SURFACE VEHICLES,IN"
176,GCR,General Airfreight,4242,AUTOMOBILE TEMPERATURE GAUGES
176,GCR,General Airfreight,4243,TACHOGRAPHS FOR SURFACE VEHICLES
176,GCR,General Airfreight,4246,BRAKE LININGS
176,GCR,General Airfreight,4248,FANBELTS
176,GCR,General Airfreight,4266,PARTS FOR SPORTING BOATS  INCL ACCESSORIES 
176,GCR,General Airfreight,4291,FILTERS FOR AGRICULTURAL MACHINES
176,GCR,General Airfreight,4300,OFFICE MACHINERY
176,GCR,General Airfreight,4301,"ELECTRNC DATA STORGE-PROCCSG MACHNS,DIGITALANDANALOG COMPUTRS"
176,GCR,General Airfreight,4302,"DATA PROCSSG EQPT,OFC MACHNRY,INCL ACCESSORIES,SUPPLIES"
176,GCR,General Airfreight,4303,"ELECTRNC DATA STORAGE PROCSG MACHINES,DIGITAL COMPUTRS,ANALO"
176,GCR,General Airfreight,4304,PHOTO-TYPESETTING MACHINES
176,GCR,General Airfreight,4305,PORTABLE ELECTRONIC CALCULATORS
176,GCR,General Airfreight,4306,COMPUTERS
176,GCR,General Airfreight,4307,DUPLICATING MACHINES
176,GCR,General Airfreight,4308,CALCULATING MACHINES
176,GCR,General Airfreight,4309,"ADDING/CALCULATNG MACHNS,CASH REGSTR,DUPLCTG DOCMTS,TYPEWRTR"
176,GCR,General Airfreight,4310,"ADDING MACHINES, COMPUTING MACHINES"
176,GCR,General Airfreight,4311,"ADDING/COMPUTING/TYPEWRTG MACHNS,DOCUMT/LTR DUPLCTG MACHNS"
176,GCR,General Airfreight,4312,"ADDG/CALCULATG MACHNS,CASH RGSTERS,MACHNSFOR DUPLCTNG DOCS"
176,GCR,General Airfreight,4313,"COMPUTER PUNCH CARDS, COMPUTER DATA SHEETS"
176,GCR,General Airfreight,4314,"ELCTRNC CMPONNTS FABRICATD FR ELEC COMPTRS,AUXILIARY MACHNS "
176,GCR,General Airfreight,4315,MAGNETIC TAPES FOR DATA STORAGE
176,GCR,General Airfreight,4316,"BUSINESS AND OFFICE MACHINERY, PARTS, ACCESSORIES"
176,GCR,General Airfreight,4317,"PUNCH CARS,TAPE,DATA SHEETS/DISCS FR ELCTRNC DATA STORAGE-PR"
176,GCR,General Airfreight,4318,"ADDG/CALCULATG MACHNS,CASH REGSTERS,MACHN FR DUPL DOCS TAPE,"
176,GCR,General Airfreight,4319,"ELEC DATA PROCSSG MACHNS,DIGTL/ANALOGUE COMPTRS-INDIVIDL UNI"
176,GCR,General Airfreight,4321,TYPEWRITERS
176,GCR,General Airfreight,4322,"PHOTOCOPYING MACHINS  INCL ACCESSORIES, SUPPLIES "
176,GCR,General Airfreight,4323,ELECTRONIC PRODUCTS  INCL COMPONENTS 
176,GCR,General Airfreight,4324,PRINTER FOR PERSONAL COMPUTER
176,GCR,General Airfreight,4325,CASH REGISTERS
176,GCR,General Airfreight,4326,"DIGTL/ANALOG COMPUTRS INCL PUNCH CARDS,DISC PACKS,TAPES-ELEC"
176,GCR,General Airfreight,4327,OFFICE MACHINES INCLUDING SUPPLIES 
176,GCR,General Airfreight,4329,ELECTRONIC PRODUCTS
