unid,var,nameADR,qdtADR,ccodeADR,classADR,labelADR,pgADR,lqADR,sprovADR,eqADR,piADR,mixpADR,ppADR,tiADR,adrtADR,tpADR,adrtpADR,tankvADR,tcatADR,pprovADR,bprovADR,lprovADR,oprovADR,hinADR
2779,c,"SUBSTITUTED NITROPHENOL PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2780,a,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2780,b,"SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2781,a,"BIPYRIDILIUM PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2781,b,"BIPYRIDILIUM PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2781,c,"BIPYRIDILIUM PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2782,a,"BIPYRIDILIUM PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2782,b,"BIPYRIDILIUM PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2783,a,"ORGANOPHOSPHORUS PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2783,b,"ORGANOPHOSPHORUS PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2783,c,"ORGANOPHOSPHORUS PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2784,a,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2784,b,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2785,,4-THIAPENTANAL,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2786,a,"ORGANOTIN PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2786,b,"ORGANOTIN PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,II,500 g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2786,c,"ORGANOTIN PESTICIDE, SOLID, TOXIC",,T7,6.1,6.1,III,5 kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2787,a,"ORGANOTIN PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2787,b,"ORGANOTIN PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flashpoint less than 23°C,FT2,3,3+6.1,II,1 L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2788,a,"ORGANOTIN COMPOUND, LIQUID, N.O.S.",,T3,6.1,6.1,I,0,43 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
2788,b,"ORGANOTIN COMPOUND, LIQUID, N.O.S.",,T3,6.1,6.1,II,100 mL,43 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2788,c,"ORGANOTIN COMPOUND, LIQUID, N.O.S.",,T3,6.1,6.1,III,5 L,43 274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2789,a,"ACETIC ACID, GLACIAL",,CF1,8,8+3,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2789,b,ACETIC ACID SOLUTION,"more than 80% acid, by mass",CF1,8,8+3,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2790,a,ACETIC ACID SOLUTION,"not less than 50% but not more than 80% acid, by mass",C3,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2790,b,ACETIC ACID SOLUTION,"more than 10% and less than 50% acid, by mass",C3,8,8,III,5 L,597 647,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2793,a,FERROUS METAL BORINGS,in a form liable to self-heating,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2793,b,FERROUS METAL SHAVINGS,in a form liable to self-heating,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2793,c,FERROUS METAL TURNINGS,in a form liable to self-heating,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2793,d,FERROUS METAL CUTTINGS,in a form liable to self-heating,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2794,a,"BATTERIES, WET, FILLED WITH ACID",electric storage,C11,8,8,,1 L,295 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2794,b,"BATTERIES, WET, FILLED WITH ACID",electric storage,C11,8,8,,1 L,295 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2795,a,"BATTERIES, WET, FILLED WITH ALKALI",electric storage,C11,8,8,,1 L,295 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2795,b,"BATTERIES, WET, FILLED WITH ALKALI",electric storage,C11,8,8,,1 L,295 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2796,a,SULPHURIC ACID,with not more than 51% acid,C1,8,8,II,1 L,,E2,P001 IBC02,MP15,,T8,L4BN,TP2,TU42,AT,2 (E),,,,,80
2796,b,"BATTERY FLUID, ACID",,C1,8,8,II,1 L,,E2,P001 IBC02,MP15,,T8,L4BN,TP2,TU42,AT,2 (E),,,,,80
2797,,"BATTERY FLUID, ALKALI",,C5,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2 TP28,,AT,2 (E),,,,,80
2798,,PHENYLPHOSPHORUS DICHLORIDE,,C3,8,8,II,1 L,,E0,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2799,,PHENYLPHOSPHORUS THIODICHLORIDE,,C3,8,8,II,1 L,,E0,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2800,,"BATTERIES, WET, NON-SPILLABLE",electric storage,C11,8,8,,1 L,238 295 598,E0,P003,,PP16,,,,,,3 (E),,VC1 VC2 AP8,,,80
2801,a,"DYE, LIQUID, CORROSIVE, N.O.S.",,C9,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
2801,b,"DYE INTERMEDIATE, LIQUID, CORROSIVE, N.O.S.",,C9,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
2801,c,"DYE, LIQUID, CORROSIVE, N.O.S.",,C9,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,AT,2 (E),,,,,80
2801,d,"DYE INTERMEDIATE, LIQUID, CORROSIVE, N.O.S.",,C9,8,8,II,1 L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP2 TP27,,AT,2 (E),,,,,80
2801,e,"DYE, LIQUID, CORROSIVE, N.O.S.",,C9,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2801,f,"DYE INTERMEDIATE, LIQUID, CORROSIVE, N.O.S.",,C9,8,8,III,5 L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2802,,COPPER CHLORIDE,,C2,8,8,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2803,,GALLIUM,,C10,8,8,III,5 kg,,E0,P800,MP10,PP41,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2805,,"LITHIUM HYDRIDE, FUSED SOLID",,W2,4.3,4.3,II,500 g,,E2,P410 IBC04,MP14,PP40,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
2806,,LITHIUM NITRIDE,,W2,4.3,4.3,I,0,,E0,P403 IBC04,MP2,,,,,,,1 (E),V1,,CV23,S20,
2807,,Magnetized material,,M11,9,,,,,,,,,,Not subject to ADR,,,,,,,,,
2809,,MERCURY,,CT1,8,8+6.1,III,5 kg,365,E0,P800,MP15,,,L4BN,,,AT,3 (E),,,CV13 CV28,,86
2810,a,"TOXIC LIQUID, ORGANIC, N.O.S.",,T1,6.1,6.1,I,0,274 315 614,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
2810,b,"TOXIC LIQUID, ORGANIC, N.O.S.",,T1,6.1,6.1,II,100 mL,274 614,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2810,c,"TOXIC LIQUID, ORGANIC, N.O.S.",,T1,6.1,6.1,III,5 L,274 614,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP1 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2811,a,"TOXIC SOLID, ORGANIC, N.O.S.",,T2,6.1,6.1,I,0,274 614,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU15 TE19,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2811,b,"TOXIC SOLID, ORGANIC, N.O.S.",,T2,6.1,6.1,II,500 g,274 614,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2811,c,"TOXIC SOLID, ORGANIC, N.O.S.",,T2,6.1,6.1,III,5 kg,274 614,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2812,,"Sodium aluminate, solid",,C6,8,,,,,,,,,,Not subject to ADR,,,,,,,,,
2813,a,"WATER-REACTIVE SOLID, N.O.S.",,W2,4.3,4.3,I,0,274,E0,P403 IBC99,MP2,,T9,S10AN L10DH,TP7 TP33,TU4 TU14 TU22 TE21 TM2,AT,0 (B/E),V1,,CV23,S20,X423
2813,b,"WATER-REACTIVE SOLID, N.O.S.",,W2,4.3,4.3,II,500 g,274,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,0 (D/E),V1,,CV23,,423
2813,c,"WATER-REACTIVE SOLID, N.O.S.",,W2,4.3,4.3,III,1 kg,274,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,0 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
2814,a,"INFECTIOUS SUBSTANCE, AFFECTING HUMANS",,I1,6.2,6.2,,0,318,E0,P620,MP5,,,,,,,0 (-),,,CV13 CV25 CV26 CV28,S3 S9 S15,
2814,b,"INFECTIOUS SUBSTANCE, AFFECTING HUMANS",in refrigerated liquid nitrogen,I1,6.2,6.2+2.2,,0,318,E0,P620,MP5,,,,,,,0 (E),,,CV13 CV25 CV26 CV28,S3 S9 S15,
2814,c,"INFECTIOUS SUBSTANCE, AFFECTING HUMANS",(animal material only),I1,6.2,6.2,,0,318,E0,P620,MP5,,BK1 BK2,,,,,0 (E),,,CV13 CV25 CV26 CV28,S3 S9 S15,606
2815,,N-AMINOETHYLPIPERAZINE,,CT1,8,8+6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,86
2817,a,AMMONIUM HYDROGENDIFLUORIDE SOLUTION,,CT1,8,8+6.1,II,1 L,,E2,P001 IBC02,MP15,,T8,L4DH,TP2,TU14 TE21,AT,2 (E),,,CV13 CV28,,86
2817,b,AMMONIUM HYDROGENDIFLUORIDE SOLUTION,,CT1,8,8+6.1,III,5 L,,E1,P001 IBC03 R001,MP19,,T4,L4DH,TP1,TU14 TE21,AT,3 (E),V12,,CV13 CV28,,86
2818,a,AMMONIUM POLYSULPHIDE SOLUTION,,CT1,8,8+6.1,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,CV13 CV28,,86
2818,b,AMMONIUM POLYSULPHIDE SOLUTION,,CT1,8,8+6.1,III,5 L,,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,CV13 CV28,,86
2819,,AMYL ACID PHOSPHATE,,C3,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2820,,BUTYRIC ACID,,C3,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2821,a,PHENOL SOLUTION,,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2821,b,PHENOL SOLUTION,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2822,,2-CHLOROPYRIDINE,,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2823,,"CROTONIC ACID, SOLID",,C4,8,8,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV L4BN,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2826,,ETHYL CHLOROTHIOFORMATE,,CF1,8,8+3,II,0,,E0,P001,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2829,,CAPROIC ACID,,C3,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2830,,LITHIUM FERROSILICON,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
2831,,"1,1,1-TRICHLOROETHANE",,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2834,,PHOSPHOROUS ACID,,C2,8,8,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2835,,SODIUM ALUMINIUM HYDRIDE,,W2,4.3,4.3,II,500 g,,E0,P410 IBC04,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
2837,a,"BISULPHATES, AQUEOUS SOLUTION",,C1,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2837,b,"BISULPHATES, AQUEOUS SOLUTION",,C1,8,8,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2838,,"VINYL BUTYRATE, STABILIZED",,F1,3,3,II,1 L,386 676,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),V8,,,S2 S4 S20,339
2839,,ALDOL,,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2840,,BUTYRALDOXIME,,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2841,,DI-n-AMYLAMINE,,FT1,3,3+6.1,III,5 L,,E1,P001 IBC03 R001,MP19,,T4,L4BH,TP1,TU15,FL,3 (D/E),V12,,CV13 CV28,S2,36
2842,,NITROETHANE,,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2844,,CALCIUM MANGANESE SILICON,,W2,4.3,4.3,III,1 kg,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
2845,,"PYROPHORIC LIQUID, ORGANIC, N.O.S.",,S1,4.2,4.2,I,0,274,E0,P400,MP2,,T22,L21DH,TP2 TP7,TU14 TC1 TE21 TM1,AT,0 (B/E),V1,,,S20,333
2846,,"PYROPHORIC SOLID, ORGANIC, N.O.S.",,S2,4.2,4.2,I,0,274,E0,P404,MP13,,,,,,,0 (E),V1,,,S20,
2849,,3-CHLOROPROPANOL-1,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2850,,PROPYLENE TETRAMER,,F1,3,3,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2851,,BORON TRIFLUORIDE DIHYDRATE,,C1,8,8,II,1 L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2852,,"DIPICRYL SULPHIDE, WETTED","with not less than 10% water, by mass",D,4.1,4.1,I,0,545,E0,P406,MP2,PP24,,,,,,1 (B),,,,S14,
2853,,MAGNESIUM FLUOROSILICATE,,T5,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2854,,AMMONIUM FLUOROSILICATE,,T5,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2855,,ZINC FLUOROSILICATE,,T5,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2856,,"FLUOROSILICATES, N.O.S.",,T5,6.1,6.1,III,5 kg,274,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2857,,REFRIGERATING MACHINES,"containing non-flammable, non-toxic gases or ammonia solutions (UN 2672)",6A,2,2.2,,0,119,E0,P003,MP9,PP32,,,,,,3 (E),,,CV9,,
2858,,"ZIRCONIUM, DRY","coiled wire, finished metal sheets, strip (thinner than 254 microns but not thinner than 18 microns)",F3,4.1,4.1,III,5 kg,546,E1,P002 LP02 R001,MP11,,,,,,,3 (E),,VC1 VC2,,,40
2859,,AMMONIUM METAVANADATE,,T5,6.1,6.1,II,500 g,,E4,P002 IBC08,MP10,B4,T3,SGAH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2861,,AMMONIUM POLYVANADATE,,T5,6.1,6.1,II,500 g,,E4,P002 IBC08,MP10,B4,T3,SGAH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2862,,VANADIUM PENTOXIDE,non-fused form,T5,6.1,6.1,III,5 kg,600,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2863,,SODIUM AMMONIUM VANADATE,,T5,6.1,6.1,II,500 g,,E4,P002 IBC08,MP10,B4,T3,SGAH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2864,,POTASSIUM METAVANADATE,,T5,6.1,6.1,II,500 g,,E4,P002 IBC08,MP10,B4,T3,SGAH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2865,,HYDROXYLAMINE SULPHATE,,C2,8,8,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2869,a,TITANIUM TRICHLORIDE MIXTURE,,C2,8,8,II,1 kg,,E2,P002 IBC08,MP10,B4,T3,SGAN,TP33,,AT,2 (E),V11,,,,80
2869,b,TITANIUM TRICHLORIDE MIXTURE,,C2,8,8,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP7,,,80
2870,a,ALUMINIUM BOROHYDRIDE,,SW,4.2,4.2+4.3,I,0,,E0,P400,MP2,,T21,L21DH,TP7 TP33,TU14 TC1 TE21 TM1,AT,0 (B/E),V1,,,S20,X333
2870,b,ALUMINIUM BOROHYDRIDE IN DEVICES,,SW,4.2,4.2+4.3,I,0,,E0,P002,MP2,PP13,,,,,,0 (E),V1,,,S20,
2871,,ANTIMONY POWDER,,T5,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2872,a,DIBROMOCHLOROPROPANES,,T1,6.1,6.1,II,100 mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2872,b,DIBROMOCHLOROPROPANES,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2873,,DIBUTYLAMINOETHANOL,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2874,,FURFURYL ALCOHOL,,T1,6.1,6.1,III,5 L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2875,,HEXACHLOROPHENE,,T2,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2876,,RESORCINOL,,T2,6.1,6.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2878,a,TITANIUM SPONGE GRANULES,,F3,4.1,4.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP11,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2878,b,TITANIUM SPONGE POWDERS,,F3,4.1,4.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP11,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
2879,,SELENIUM OXYCHLORIDE,,CT1,8,8+6.1,I,0,,E0,P001,MP8 MP17,,T10,L10BH,TP2,,AT,1 (C/D),,,CV13 CV28,S14,X886
2880,a,"CALCIUM HYPOCHLORITE, HYDRATED",with not less than 5.5% but not more than 16% water,O2,5.1,5.1,II,1 kg,314 322,E2,P002 IBC08,MP10,B4 B13,,SGAN,,TU3,AT,2 (E),V11,,CV24 CV35,,50
2880,b,"CALCIUM HYPOCHLORITE, HYDRATED MIXTURE",with not less than 5.5% but not more than 16% water,O2,5.1,5.1,II,1 kg,314 322,E2,P002 IBC08,MP10,B4 B13,,SGAN,,TU3,AT,2 (E),V11,,CV24 CV35,,50
2880,c,"CALCIUM HYPOCHLORITE, HYDRATED",with not less than 5.5% but not more than 16% water,O2,5.1,5.1,III,5 kg,314,E1,P002 IBC08 R001,MP10,B4 B13,,SGAV,,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24 CV35,,50
2880,d,"CALCIUM HYPOCHLORITE, HYDRATED MIXTURE",with not less than 5.5% but not more than 16% water,O2,5.1,5.1,III,5 kg,314,E1,P002 IBC08 R001,MP10,B4 B13,,SGAV,,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24 CV35,,50
2881,a,"METAL CATALYST, DRY",,S4,4.2,4.2,I,0,274,E0,P404,MP13,,T21,,TP7 TP33,,AT,0 (B/E),V1,,,S20,43
2881,b,"METAL CATALYST, DRY",,S4,4.2,4.2,II,0,274,E0,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
