unno,var,nameRID,ClassRID,CCodeRID,pgRID,LabRID,spRID,lqRID,eqRID,piRID,ppRID,MixRID,tiRID,tpRID,trRID,sptRID,catRID,sppRID,spbRID,splRID,colisRID,hinRID,qdt
3146,a,"ORGANOTIN COMPOUND, SOLID, N.O.S.",6.1,T3,I,6.1,43 274,0,E5,P002 IBC07,,MP18,T6,TP33,S10AH L10CH,TU14 TU15 TU38 TE21 TE22,1,W10,,CW13 CW28 CW31,,66,
3146,b,"ORGANOTIN COMPOUND, SOLID, N.O.S.",6.1,T3,II,6.1,43 274,500 g,E4,P002 IBC08,B4,MP10,T3,TP33,SGAH L4BH,TU15,2,W11,,CW13 CW28 CW31,CE9,60,
3146,c,"ORGANOTIN COMPOUND, SOLID, N.O.S.",6.1,T3,III,6.1,43 274,5 kg,E1,P002 IBC08 LP02 R001,B3,MP10,T1,TP33,SGAH L4BH,TU15,2,,VC1 VC2 AP7,CW13 CW28 CW31,CE11,60,
3147,a,"DYE, SOLID, CORROSIVE, N.O.S.",8,C10,I,8,274,0,E0,P002 IBC07,,MP18,T6,TP33,S10AN L10BH,TU38 TE22,1,W10,,,,88,
3147,b,"DYE INTERMEDIATE, SOLID, CORROSIVE, N.O.S.",8,C10,I,8,274,0,E0,P002 IBC07,,MP18,T6,TP33,S10AN L10BH,TU38 TE22,1,W10,,,,88,
3147,c,"DYE, SOLID, CORROSIVE, N.O.S.",8,C10,II,8,274,1 kg,E2,P002 IBC08,B4,MP10,T3,TP33,SGAN L4BN,,2,W11,,,CE10,80,
3147,d,"DYE INTERMEDIATE, SOLID, CORROSIVE, N.O.S.",8,C10,II,8,274,1 kg,E2,P002 IBC08,B4,MP10,T3,TP33,SGAN L4BN,,2,W11,,,CE10,80,
3147,e,"DYE, SOLID, CORROSIVE, N.O.S.",8,C10,III,8,274,5 kg,E1,P002 IBC08 LP02 R001,B3,MP10,T1,TP33,SGAV L4BN,,3,,VC1 VC2 AP7,,CE11,80,
3147,f,"DYE INTERMEDIATE, SOLID, CORROSIVE, N.O.S.",8,C10,III,8,274,5 kg,E1,P002 IBC08 LP02 R001,B3,MP10,T1,TP33,SGAV L4BN,,3,,VC1 VC2 AP7,,CE11,80,
3148,a,"WATER-REACTIVE LIQUID, N.O.S.",4.3,W1,I,4.3,274,0,E0,P402,RR8,MP2,T13,TP2 TP7,L10DH,TU14 TU38 TE21 TE22 TM2,0,W1,,CW23,,X323,
3148,b,"WATER-REACTIVE LIQUID, N.O.S.",4.3,W1,II,4.3,274,500 mL,E2,P402 IBC01,RR8,MP15,T7,TP2 TP7,L4DH,TU14 TE21 TM2,0,W1,,CW23,CE7,323,
3148,c,"WATER-REACTIVE LIQUID, N.O.S.",4.3,W1,III,4.3,274,1 L,E1,P001 IBC02 R001,,MP15,T7,TP2 TP7,L4DH,TU14 TE21 TM2,0,W1,,CW23,CE8,323,
3149,,"HYDROGEN PEROXIDE AND PEROXYACETIC ACID MIXTURE, STABILIZED",5.1,OC1,II,5.1+8,196 553,1 L,E2,P504 IBC02,PP10 B5,MP15,T7,TP2 TP6 TP24,L4BV(+),TU3 TC2 TE8 TE11 TT1,2,,,CW24,CE6,58,"with acid(s), water and not more than 5% peroxyacetic acid"
3150,a,"DEVICES, SMALL, HYDROCARBON GAS POWERED",2,6F,,2.1,,0,E0,P209,,MP9,,,,,2,,,CW9,CE2,23,with release device
3150,b,HYDROCARBON GAS REFILLS FOR SMALL DEVICES,2,6F,,2.1,,0,E0,P209,,MP9,,,,,2,,,CW9,CE2,23,with release device
3151,a,"POLYHALOGENATED BIPHENYLS, LIQUID",9,M2,II,9,203 305,1 L,E2,P906 IBC02,,MP15,,,L4BH,TU15,0,,VC1 VC2 AP9,CW13 CW28 CW31,CE5,90,
3151,b,"HALOGENATED MONOMETHYLDIPHENYLMETHANES, LIQUID",9,M2,II,9,203 305,1 L,E2,P906 IBC02,,MP15,,,L4BH,TU15,0,,VC1 VC2 AP9,CW13 CW28 CW31,CE5,90,
3151,c,"POLYHALOGENATED TERPHENYLS, LIQUID",9,M2,II,9,203 305,1 L,E2,P906 IBC02,,MP15,,,L4BH,TU15,0,,VC1 VC2 AP9,CW13 CW28 CW31,CE5,90,
3152,a,"POLYHALOGENATED BIPHENYLS, SOLID",9,M2,II,9,203 305,1 kg,E2,P906 IBC08,B4,MP10,T3,TP33,S4AH L4BH,TU15,0,W11,VC1 VC2 AP9,CW13 CW28 CW31,CE9,90,
3152,b,"HALOGENATED MONOMETHYLDIPHENYLMETHANES, SOLID",9,M2,II,9,203 305,1 kg,E2,P906 IBC08,B4,MP10,T3,TP33,S4AH L4BH,TU15,0,W11,VC1 VC2 AP9,CW13 CW28 CW31,CE9,90,
3152,c,"POLYHALOGENATED TERPHENYLS, SOLID",9,M2,II,9,203 305,1 kg,E2,P906 IBC08,B4,MP10,T3,TP33,S4AH L4BH,TU15,0,W11,VC1 VC2 AP9,CW13 CW28 CW31,CE9,90,
3153,,PERFLUORO (METHYL VINYL ETHER),2,2F,,2.1+13,662,0,E0,P200,,MP9,T50 (M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,23,
3154,,PERFLUORO (ETHYL VINYL ETHER),2,2F,,2.1+13,662,0,E0,P200,,MP9,(M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,23,
3155,,PENTACHLOROPHENOL,6.1,T2,II,6.1,43,500 g,E4,P002 IBC08,B4,MP10,T3,TP33,SGAH,TU15,2,W11,,CW13 CW28 CW31,CE9,60,
3156,,"COMPRESSED GAS, OXIDIZING, N.O.S.",2,1O,,2.2+5.1+13,274 655 662,0,E0,P200,,MP9,(M),,CxBN(M),TA4 TT9,3,,,CW9 CW10 CW36,CE3,25,
3157,,"LIQUEFIED GAS, OXIDIZING, N.O.S.",2,2O,,2.2+5.1+13,274 662,0,E0,P200,,MP9,(M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,25,
3158,,"GAS, REFRIGERATED LIQUID, N.O.S.",2,3A,,2.2+13,274 593,120 mL,E1,P203,,MP9,T75,TP5,RxBN,TU19 TA4 TT9 TM6,3,W5,,CW9 CW11 CW36,CE2,22,
3159,a,"1,1,1,2-TETRAFLUOROETHANE",2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
3159,b,REFRIGERANT GAS R 134a,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
3160,,"LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S.",2,2TF,,2.3+2.1+13,274,0,E0,P200,,MP9,(M),,PxBH(M),TU6 TU38 TE22 TE25 TA4 TT9 TM6,1,,,CW9 CW10 CW36,,263,
3161,,"LIQUEFIED GAS, FLAMMABLE, N.O.S.",2,2F,,2.1+13,274 662,0,E0,P200,,MP9,T50 (M),,PxBN(M),TU38 TE22 TA4 TT9 TM6,2,,,CW9 CW10 CW36,CE3,23,
3162,,"LIQUEFIED GAS, TOXIC, N.O.S.",2,2T,,2.3+13,274,0,E0,P200,,MP9,(M),,PxBH(M),TU6 TU38 TE22 TE25 TA4 TT9 TM6,1,,,CW9 CW10 CW36,,26,
3163,,"LIQUEFIED GAS, N.O.S.",2,2A,,2.2+13,274 392 662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
3164,a,"ARTICLES, PRESSURIZED, PNEUMATIC",2,6A,,2.2,283 371 594,120 mL,E0,P003,PP32,MP9,,,,,3,,,CW9,CE2,20,(containing non-flammable gas)
3164,b,"ARTICLES, PRESSURIZED, HYDRAULIC",2,6A,,2.2,283 371 594,120 mL,E0,P003,PP32,MP9,,,,,3,,,CW9,CE2,20,(containing non-flammable gas)
3165,,AIRCRAFT HYDRAULIC POWER UNIT FUEL TANK,3,FTC,I,3+6.1+8,,0,E0,P301,,MP7,,,,,1,,,CW13 CW28,,336,(containing a mixture of anhydrous hydrazine and methylhydrazine) (M86 fuel)
3166,a,"VEHICLE, FLAMMABLE GAS POWERED",9,M11,,,388 666 667 669,,,,,,,,,,,,,,,,
3166,b,"VEHICLE, FLAMMABLE LIQUID POWERED",9,M11,,,388 666 667 669,,,,,,,,,,,,,,,,
3166,c,"VEHICLE, FUEL CELL, FLAMMABLE GAS POWERED",9,M11,,,388 666 667 669,,,,,,,,,,,,,,,,
3166,d,"VEHICLE, FUEL CELL, FLAMMABLE LIQUID POWERED",9,M11,,,388 666 667 669,,,,,,,,,,,,,,,,
3167,,"GAS SAMPLE, NON-PRESSURIZED, FLAMMABLE, N.O.S.",2,7F,,2.1,,0,E0,P201,,MP9,,,,,2,,,CW9,CE2,23,not refrigerated liquid
3168,,"GAS SAMPLE, NON-PRESSURIZED, TOXIC, FLAMMABLE, N.O.S.",2,7TF,,2.3+2.1,,0,E0,P201,,MP9,,,,,1,,,CW9,,263,not refrigerated liquid
3169,,"GAS SAMPLE, NON-PRESSURIZED, TOXIC, N.O.S.",2,7T,,2.3,,0,E0,P201,,MP9,,,,,1,,,CW9,,26,not refrigerated liquid
3170,a,ALUMINIUM SMELTING BY-PRODUCTS,4.3,W2,II,4.3,244,500 g,E2,P410 IBC07,BK1,MP14,T3 BK1 BK2,TP33,SGAN,,2,W1,VC1 VC2 AP2,CW23 CW37,CE10,423,
3170,b,ALUMINIUM REMELTING BY-PRODUCTS,4.3,W2,II,4.3,244,500 g,E2,P410 IBC07,BK1,MP14,T3 BK1 BK2,TP33,SGAN,,2,W1,VC1 VC2 AP2,CW23 CW37,CE10,423,
3170,c,ALUMINIUM SMELTING BY-PRODUCTS,4.3,W2,III,4.3,244,1 kg,E1,P002 IBC08 R001,B4,MP14,T1 BK1 BK2,TP33,SGAN,,3,W1,VC1 VC2 AP2,CW23 CW37,CE11,423,
3170,d,ALUMINIUM REMELTING BY-PRODUCTS,4.3,W2,III,4.3,244,1 kg,E1,P002 IBC08 R001,B4,MP14,T1 BK1 BK2,TP33,SGAN,,3,W1,VC1 VC2 AP2,CW23 CW37,CE11,423,
3171,a,BATTERY-POWERED VEHICLE,9,M11,,,388 666 667 669,,,,,,,,,,,,,,,90,
3171,b,BATTERY-POWERED EQUIPMENT,9,M11,,,388 666 667 669,,,,,,,,,,,,,,,90,
3172,a,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.",6.1,T1,I,6.1,210 274,0,E5,P001,,MP8 MP17,,,L10CH,TU14 TU15 TU38 TE21 TE22,1,,,CW13 CW28 CW31,,66,
3172,b,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.",6.1,T1,II,6.1,210 274,100 mL,E4,P001 IBC02,,MP15,,,L4BH,TU15,2,,,CW13 CW28 CW31,CE5,60,
3172,c,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.",6.1,T1,III,6.1,210 274,5 L,E1,P001 IBC03 LP01 R001,,MP19,,,L4BH,TU15,2,W12,,CW13 CW28 CW31,CE8,60,
3174,,TITANIUM DISULPHIDE,4.2,S4,III,4.2,,0,E1,P002 IBC08 LP02 R001,B3,MP14,T1,TP33,SGAN,,3,W1,,,CE11,40,
3175,,"SOLIDS or mixtures of solids (such as preparations and wastes) CONTAINING FLAMMABLE LIQUID, N.O.S.",4.1,F1,II,4.1,216 274 601,1 kg,E2,P002 IBC06 R001,PP9,MP11,T3 BK1 BK2,TP33,,,2,W1,VC1 VC2 AP2,,CE11,40,having a flashpoint up to 60°C
3176,a,"FLAMMABLE SOLID, ORGANIC, MOLTEN, N.O.S.",4.1,F2,II,4.1,274,0,E0,,,,T3,TP3 TP26,LGBV,TU27 TE4 TE6,2,,,,,44,
3176,b,"FLAMMABLE SOLID, ORGANIC, MOLTEN, N.O.S.",4.1,F2,III,4.1,274,0,E0,,,,T1,TP3 TP26,LGBV,TU27 TE4 TE6,3,,,,,44,
3178,a,"FLAMMABLE SOLID, INORGANIC, N.O.S.",4.1,F3,II,4.1,274,1 kg,E2,P002 IBC08,B4,MP11,T3,TP33,SGAN,,2,W1,,,CE10,40,
3178,b,"FLAMMABLE SOLID, INORGANIC, N.O.S.",4.1,F3,III,4.1,274,5 kg,E1,P002 IBC08 LP02 R001,B3,MP11,T1,TP33,SGAV,,3,W1,VC1 VC2,,CE11,40,
3179,a,"FLAMMABLE SOLID, TOXIC, INORGANIC, N.O.S.",4.1,FT2,II,4.1+6.1,274,1 kg,E2,P002 IBC06,,MP10,T3,TP33,SGAN,,2,W1,,CW28,CE10,46,
3179,b,"FLAMMABLE SOLID, TOXIC, INORGANIC, N.O.S.",4.1,FT2,III,4.1+6.1,274,5 kg,E1,P002 IBC06 R001,,MP10,T1,TP33,SGAN,,3,W1,,CW28,CE11,46,
3180,a,"FLAMMABLE SOLID, CORROSIVE, INORGANIC, N.O.S.",4.1,FC2,II,4.1+8,274,1 kg,E2,P002 IBC06,,MP10,T3,TP33,SGAN,,2,W1,,,CE10,48,
3180,b,"FLAMMABLE SOLID, CORROSIVE, INORGANIC, N.O.S.",4.1,FC2,III,4.1+8,274,5 kg,E1,P002 IBC06 R001,,MP10,T1,TP33,SGAN,,3,W1,,,CE11,48,
3181,a,"METAL SALTS OF ORGANIC COMPOUNDS, FLAMMABLE, N.O.S.",4.1,F3,II,4.1,274,1 kg,E2,P002 IBC08,B4,MP11,T3,TP33,SGAN,,2,W1,,,CE10,40,
3181,b,"METAL SALTS OF ORGANIC COMPOUNDS, FLAMMABLE, N.O.S.",4.1,F3,III,4.1,274,5 kg,E1,P002 IBC08 LP02 R001,B3,MP11,T1,TP33,SGAV,,3,W1,VC1 VC2,,CE11,40,
3182,a,"METAL HYDRIDES, FLAMMABLE, N.O.S.",4.1,F3,II,4.1,274 554,1 kg,E2,P410 IBC04,PP40,MP11,T3,TP33,SGAN,,2,W1,,,CE10,40,
3182,b,"METAL HYDRIDES, FLAMMABLE, N.O.S.",4.1,F3,III,4.1,274 554,5 kg,E1,P002 IBC04 R001,,MP11,T1,TP33,SGAV,,3,W1,VC1 VC2,,CE11,40,
3183,a,"SELF-HEATING LIQUID, ORGANIC, N.O.S.",4.2,S1,II,4.2,274,0,E2,P001 IBC02,,MP15,,,L4DH,TU14 TE21,2,W1,,,CE7,30,
3183,b,"SELF-HEATING LIQUID, ORGANIC, N.O.S.",4.2,S1,III,4.2,274,0,E1,P001 IBC02 R001,,MP15,,,L4DH,TU14 TE21,3,W1,,,CE8,30,
3184,a,"SELF-HEATING LIQUID, TOXIC, ORGANIC, N.O.S.",4.2,ST1,II,4.2+6.1,274,0,E2,P402 IBC02,,MP15,,,L4DH,TU14 TE21,2,W1,,CW28,CE7,36,
3184,b,"SELF-HEATING LIQUID, TOXIC, ORGANIC, N.O.S.",4.2,ST1,III,4.2+6.1,274,0,E1,P001 IBC02 R001,,MP15,,,L4DH,TU14 TE21,3,W1,,CW28,CE8,36,
3185,a,"SELF-HEATING LIQUID, CORROSIVE, ORGANIC, N.O.S.",4.2,SC1,II,4.2+8,274,0,E2,P402 IBC02,,MP15,,,L4DH,TU14 TE21,2,W1,,,CE7,38,
3185,b,"SELF-HEATING LIQUID, CORROSIVE, ORGANIC, N.O.S.",4.2,SC1,III,4.2+8,274,0,E1,P001 IBC02 R001,,MP15,,,L4DH,TU14 TE21,3,W1,,,CE8,38,
3186,a,"SELF-HEATING LIQUID, INORGANIC, N.O.S.",4.2,S3,II,4.2,274,0,E2,P001 IBC02,,MP15,,,L4DH,TU14 TE21,2,W1,,,CE7,30,
3186,b,"SELF-HEATING LIQUID, INORGANIC, N.O.S.",4.2,S3,III,4.2,274,0,E1,P001 IBC02 R001,,MP15,,,L4DH,TU14 TE21,3,W1,,,CE8,30,
3187,a,"SELF-HEATING LIQUID, TOXIC, INORGANIC, N.O.S.",4.2,ST3,II,4.2+6.1,274,0,E2,P402 IBC02,,MP15,,,L4DH,TU14 TE21,2,W1,,CW28,CE7,36,
3187,b,"SELF-HEATING LIQUID, TOXIC, INORGANIC, N.O.S.",4.2,ST3,III,4.2+6.1,274,0,E1,P001 IBC02 R001,,MP15,,,L4DH,TU14 TE21,3,W1,,CW28,CE8,36,
3188,a,"SELF-HEATING LIQUID, CORROSIVE, INORGANIC, N.O.S.",4.2,SC3,II,4.2+8,274,0,E2,P402 IBC02,,MP15,,,L4DH,TU14 TE21,2,W1,,,CE7,38,
3188,b,"SELF-HEATING LIQUID, CORROSIVE, INORGANIC, N.O.S.",4.2,SC3,III,4.2+8,274,0,E1,P001 IBC02 R001,,MP15,,,L4DH,TU14 TE21,3,W1,,,CE8,38,
3189,a,"METAL POWDER, SELF-HEATING, N.O.S.",4.2,S4,II,4.2,274 555,0,E2,P410 IBC06,,MP14,T3,TP33,SGAN,,2,W1,,,CE10,40,
3189,b,"METAL POWDER, SELF-HEATING, N.O.S.",4.2,S4,III,4.2,274 555,0,E1,P002 IBC08 LP02 R001,B3,MP14,T1,TP33,SGAN,,3,W1,VC1 VC2 AP1,,CE11,40,
3190,a,"SELF-HEATING SOLID, INORGANIC, N.O.S.",4.2,S4,II,4.2,274,0,E2,P410 IBC06,,MP14,T3,TP33,SGAN,,2,W1,,,CE10,40,
3190,b,"SELF-HEATING SOLID, INORGANIC, N.O.S.",4.2,S4,III,4.2,274,0,E1,P002 IBC08 LP02 R001,B3,MP14,T1,TP33,SGAN,,3,W1,VC1 VC2 AP1,,CE11,40,
3191,a,"SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.",4.2,ST4,II,4.2+6.1,274,0,E2,P410 IBC05,,MP14,T3,TP33,SGAN,,2,W1,,CW28,CE10,46,
3191,b,"SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.",4.2,ST4,III,4.2+6.1,274,0,E1,P002 IBC08 R001,B3,MP14,T1,TP33,SGAN,,3,W1,,CW28,CE11,46,
3192,a,"SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.",4.2,SC4,II,4.2+8,274,0,E2,P410 IBC05,,MP14,T3,TP33,SGAN,,2,W1,,,CE10,48,
3192,b,"SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.",4.2,SC4,III,4.2+8,274,0,E1,P002 IBC08 R001,B3,MP14,T1,TP33,SGAN,,3,W1,,,CE11,48,
3194,,"PYROPHORIC LIQUID, INORGANIC, N.O.S.",4.2,S3,I,4.2,274,0,E0,P400,,MP2,,,L21DH,TU14 TU38 TC1 TE21 TE22 TE25 TM1,0,W1,,,,333,
3200,,"PYROPHORIC SOLID, INORGANIC, N.O.S.",4.2,S4,I,4.2,274,0,E0,P404,,MP13,T21,TP7 TP33,,,0,W1,,,,43,
3205,a,"ALKALINE EARTH METAL ALCOHOLATES, N.O.S.",4.2,S4,II,4.2,183 274,0,E2,P410 IBC06,,MP14,T3,TP33,SGAN,,2,W1,,,CE10,40,
3205,b,"ALKALINE EARTH METAL ALCOHOLATES, N.O.S.",4.2,S4,III,4.2,183 274,0,E1,P002 IBC08 LP02 R001,B3,MP14,T1,TP33,SGAN,,3,W1,,,CE11,40,
3206,a,"ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.",4.2,SC4,II,4.2+8,182 274,0,E2,P410 IBC05,,MP14,T3,TP33,SGAN,,2,W1,,,CE10,48,
3206,b,"ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.",4.2,SC4,III,4.2+8,182 274,0,E1,P002 IBC08 R001,B3,MP14,T1,TP33,SGAN,,3,W1,,,CE11,48,
3208,a,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.",4.3,W2,I,4.3,274 557,0,E0,P403 IBC99,,MP2,,,,,1,W1,,CW23,,X423,
3208,b,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.",4.3,W2,II,4.3,274 557,500 g,E2,P410 IBC07,,MP14,T3,TP33,SGAN,,2,W1,,CW23,CE10,423,
3208,c,"METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.",4.3,W2,III,4.3,274 557,1 kg,E1,P410 IBC08 R001,B4,MP14,T1,TP33,SGAN,,3,W1,VC1 VC2 AP3 AP4 AP5,CW23,CE11,423,
3209,a,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",4.3,WS,I,4.3+4.2,274 558,0,E0,P403,,MP2,,,,,1,W1,,CW23,,X423,
3209,b,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",4.3,WS,II,4.3+4.2,274 558,0,E0,P410 IBC05,,MP14,T3,TP33,SGAN,,2,W1,,CW23,CE10,423,
3209,c,"METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.",4.3,WS,III,4.3+4.2,274 558,0,E1,P410 IBC08 R001,B4,MP14,T1,TP33,SGAN,,3,W1,VC1 VC2 AP3 AP4 AP5,CW23,CE11,423,
3210,a,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,II,5.1,274 351,1 L,E2,P504 IBC02,,MP2,T4,TP1,L4BN,TU3,2,,,CW24,CE6,50,
3210,b,"CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,III,5.1,274 351,5 L,E1,P504 IBC02 R001,,MP2,T4,TP1,LGBV,TU3,3,,,CW24,CE8,50,
3211,a,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,II,5.1,,1 L,E2,P504 IBC02,,MP2,T4,TP1,L4BN,TU3,2,,,CW24,CE6,50,
3211,b,"PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,III,5.1,,5 L,E1,P504 IBC02 R001,,MP2,T4,TP1,LGBV,TU3,3,,,CW24,CE8,50,
3212,a,"HYPOCHLORITES, INORGANIC, N.O.S.",5.1,O2,II,5.1,274 349,1 kg,E2,P002 IBC08,B4,MP10,T3,TP33,SGAN,TU3,2,W11,,CW24,CE10,50,
3212,b,"HYPOCHLORITES, INORGANIC, N.O.S.",5.1,O2,II,5.1,274 349,1 kg,E2,P002 IBC08,B4,MP10,T3,TP33,SGAN,TU3,2,W11,,CW24,CE10,50,
3213,a,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,II,5.1,274 350,1 L,E2,P504 IBC02,,MP2,T4,TP1,L4BN,TU3,2,,,CW24,CE6,50,
3213,b,"BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,III,5.1,274 350,5 L,E1,P504 IBC02 R001,,MP15,T4,TP1,LGBV,TU3,3,,,CW24,CE8,50,
3214,,"PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,II,5.1,274 353,1 L,E2,P504 IBC02,,MP2,T4,TP1,L4BN,TU3,2,,,CW24,CE6,50,
3215,a,"PERSULPHATES, INORGANIC, N.O.S.",5.1,O2,III,5.1,,5 kg,E1,P002 IBC08 LP02 R001,B3,MP10,T1,TP33,SGAV,TU3,3,,VC1 VC2 AP6 AP7,CW24,CE11,50,
3215,b,"PERSULPHATES, INORGANIC, N.O.S.",5.1,O2,III,5.1,,5 kg,E1,P002 IBC08 LP02 R001,B3,MP10,T1,TP33,SGAV,TU3,3,,VC1 VC2 AP6 AP7,CW24,CE11,50,
3216,,"PERSULPHATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,III,5.1,,5 L,E1,P504 IBC02 R001,,MP15,T4,TP1 TP29,LGBV,TU3,3,,,CW24,CE8,50,
3218,a,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,II,5.1,270 511,1 L,E2,P504 IBC02,,MP15,T4,TP1,L4BN,TU3,2,,,CW24,CE6,50,
3218,b,"NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,III,5.1,270 511,5 L,E1,P504 IBC02 R001,,MP15,T4,TP1,LGBV,TU3,3,,,CW24,CE8,50,
3219,a,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,II,5.1,103 274,1 L,E2,P504 IBC01,,MP15,T4,TP1,L4BN,TU3,2,,,CW24,CE6,50,
3219,b,"NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.",5.1,O1,III,5.1,103 274,5 L,E1,P504 IBC02 R001,,MP15,T4,TP1,LGBV,TU3,3,,,CW24,CE8,50,
3220,a,PENTAFLUOROETHANE,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
3220,b,REFRIGERANT GAS R 125,2,2A,,2.2+13,662,120 mL,E1,P200,,MP9,T50 (M),,PxBN(M),TA4 TT9 TM6,3,,,CW9 CW10 CW36,CE3,20,
3221,a,SELF-REACTIVE LIQUID TYPE B,4.1,SR1,,4.1+1,181 194 274,25 mL,E0,P520,PP21,MP2,,,,,1,W5 W7 W8,,CW22,,40,
3221,b,SELF-REACTIVE LIQUID TYPE B,4.1,SR1,,4.1+1,181 194 274,25 mL,E0,P520,PP21,MP2,,,,,1,W5 W7 W8,,CW22,,40,
3222,a,SELF-REACTIVE SOLID TYPE B,4.1,SR1,,4.1+1,181 194 274,100 g,E0,P520,PP21,MP2,,,,,1,W5 W7 W8,,CW22,,40,
3222,b,SELF-REACTIVE SOLID TYPE B,4.1,SR1,,4.1+1,181 194 274,100 g,E0,P520,PP21,MP2,,,,,1,W5 W7 W8,,CW22,,40,
3223,,SELF-REACTIVE LIQUID TYPE C,4.1,SR1,,4.1,194 274,25 mL,E0,P520,PP21 PP94 PP95,MP2,,,,,1,W7,,CW22,CE6,40,
3224,,SELF-REACTIVE SOLID TYPE C,4.1,SR1,,4.1,194 274,100 g,E0,P520,PP21 PP94 PP95,MP2,,,,,1,W7,,CW22,CE10,40,
3225,,SELF-REACTIVE LIQUID TYPE D,4.1,SR1,,4.1,194 274,125 mL,E0,P520,,MP2,,,,,2,W7,,CW22,CE6,40,
3226,,SELF-REACTIVE SOLID TYPE D,4.1,SR1,,4.1,194 274,500 g,E0,P520,,MP2,,,,,2,W7,,CW22,CE10,40,
3227,,SELF-REACTIVE LIQUID TYPE E,4.1,SR1,,4.1,194 274,125 mL,E0,P520,,MP2,,,,,2,W7,,CW22,CE6,40,
3228,,SELF-REACTIVE SOLID TYPE E,4.1,SR1,,4.1,194 274,500 g,E0,P520,,MP2,,,,,2,W7,,CW22,CE10,40,
3229,,SELF-REACTIVE LIQUID TYPE F,4.1,SR1,,4.1,194 274,125 mL,E0,P520 IBC99,,MP2,T23,,,,2,W7,,CW22,CE6,40,
3230,,SELF-REACTIVE SOLID TYPE F,4.1,SR1,,4.1,194 274,500 g,E0,P520 IBC99,,MP2,T23,,,,2,W7,,CW22,CE10,40,
3231,a,"SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED",4.1,SR2,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,
3231,b,"SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED",4.1,SR2,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,
3232,a,"SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED",4.1,SR2,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,
3232,b,"SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED",4.1,SR2,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,
