unno,var,nameRID,ClassRID,CCodeRID,pgRID,LabRID,spRID,lqRID,eqRID,piRID,ppRID,MixRID,tiRID,tpRID,trRID,sptRID,catRID,sppRID,spbRID,splRID,colisRID,hinRID,qdt
0004,a,AMMONIUM PICRATE,1,1.1D,,1+13,,0,E0,P112(a),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 10% water, by mass"
0004,b,AMMONIUM PICRATE,1,1.1D,,1+13,,0,E0,P112(b),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 10% water, by mass"
0004,c,AMMONIUM PICRATE,1,1.1D,,1+13,,0,E0,P112(c),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 10% water, by mass"
0005,,CARTRIDGES FOR WEAPONS,1,1.1F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.1F,with bursting charge
0006,,CARTRIDGES FOR WEAPONS,1,1.1E,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1E,with bursting charge
0007,,CARTRIDGES FOR WEAPONS,1,1.2F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.2F,with bursting charge
0009,,"AMMUNITION, INCENDIARY",1,1.2G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.2G,"with or without burster, expelling charge or propelling charge"
0010,,"AMMUNITION, INCENDIARY",1,1.3G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.3G,"with or without burster, expelling charge or propelling charge"
0012,a,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE",1,1.4S,,1.4,364,5 kg,E0,P130 LP101,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0012,b,"CARTRIDGES, SMALL ARMS",1,1.4S,,1.4,364,5 kg,E0,P130 LP101,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0014,a,"CARTRIDGES FOR WEAPONS, BLANK",1,1.4S,,1.4,364,5 kg,E0,P130 LP101,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0014,b,"CARTRIDGES, SMALL ARMS, BLANK",1,1.4S,,1.4,364,5 kg,E0,P130 LP101,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0014,c,"CARTRIDGES FOR TOOLS, BLANK",1,1.4S,,1.4,364,5 kg,E0,P130 LP101,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0015,a,"AMMUNITION, SMOKE",1,1.2G,,1+8,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.2G,"with or without burster, expelling charge or propelling charge, containing corrosive substances"
0015,b,"AMMUNITION, SMOKE",1,1.2G,,1+6.1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1 CW28,,1.2G,"with or without burster, expelling charge or propelling charge, containing toxic by inhalation substances"
0015,c,"AMMUNITION, SMOKE",1,1.2G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.2G,"with or without burster, expelling charge or propelling charge"
0016,a,"AMMUNITION, SMOKE",1,1.3G,,1+8,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.3G,"with or without burster, expelling charge or propelling charge, containing corrosive substances"
0016,b,"AMMUNITION, SMOKE",1,1.3G,,1+6.1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1 CW28,,1.3G,"with or without burster, expelling charge or propelling charge, containing toxic by inhalation substances"
0016,c,"AMMUNITION, SMOKE",1,1.3G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.3G,"with or without burster, expelling charge or propelling charge"
0018,,"AMMUNITION, TEAR-PRODUCING",1,1.2G,,1+6.1+8,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1 CW28,,1.2G,"with burster, expelling charge or propelling charge"
0019,,"AMMUNITION, TEAR-PRODUCING",1,1.3G,,1+6.1+8,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1 CW28,,1.3G,"with burster, expelling charge or propelling charge"
0020,,"AMMUNITION, TOXIC",1,1.2K,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with burster, expelling charge or propelling charge"
0021,,"AMMUNITION, TOXIC",1,1.3K,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with burster, expelling charge or propelling charge"
0027,a,BLACK POWDER,1,1.1D,,1+13,,0,E0,P113,PP50,MP20 MP24,,,,,1,W2 W3,,CW1,,1.1D,"granular, or as a meal"
0027,b,GUNPOWDER,1,1.1D,,1+13,,0,E0,P113,PP50,MP20 MP24,,,,,1,W2 W3,,CW1,,1.1D,"granular, or as a meal"
0028,a,"BLACK POWDER, COMPRESSED",1,1.1D,,1+13,,0,E0,P113,PP51,MP20 MP24,,,,,1,W2,,CW1,,1.1D,
0028,b,BLACK POWDER IN PELLETS,1,1.1D,,1+13,,0,E0,P113,PP51,MP20 MP24,,,,,1,W2,,CW1,,1.1D,
0028,c,"GUNPOWDER, COMPRESSED",1,1.1D,,1+13,,0,E0,P113,PP51,MP20 MP24,,,,,1,W2,,CW1,,1.1D,
0028,d,GUNPOWDER IN PELLETS,1,1.1D,,1+13,,0,E0,P113,PP51,MP20 MP24,,,,,1,W2,,CW1,,1.1D,
0029,,"DETONATORS, NON-ELECTRIC",1,1.1B,,1+13,,0,E0,P131,PP68,MP23,,,,,1,W2,,CW1,,1.1B,for blasting
0030,,"DETONATORS, ELECTRIC",1,1.1B,,1+13,,0,E0,P131,,MP23,,,,,1,W2,,CW1,,1.1B,for blasting
0033,,BOMBS,1,1.1F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.1F,with bursting charge
0034,,BOMBS,1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,with bursting charge
0035,,BOMBS,1,1.2D,,1,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.2D,with bursting charge
0037,,"BOMBS, PHOTO-FLASH",1,1.1F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.1F,
0038,,"BOMBS, PHOTO-FLASH",1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,
0039,,"BOMBS, PHOTO-FLASH",1,1.2G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.2G,
0042,a,BOOSTERS,1,1.1D,,1+13,,0,E0,P132a P132b,,MP21,,,,,1,W2,,CW1,,1.1D,without detonator
0042,b,BOOSTERS,1,1.1D,,1+13,,0,E0,P132a P132b,,MP21,,,,,1,W2,,CW1,,1.1D,without detonator
0043,,BURSTERS,1,1.1D,,1+13,,0,E0,P133,PP69,MP21,,,,,1,W2,,CW1,,1.1D,explosive
0044,,"PRIMERS, CAP TYPE",1,1.4S,,1.4,,0,E0,P133,,MP23 MP24,,,,,4,W2,,CW1,CE1,1.4S,
0048,,"CHARGES, DEMOLITION",1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,
0049,,"CARTRIDGES, FLASH",1,1.1G,,1+13,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.1G,
0050,,"CARTRIDGES, FLASH",1,1.3G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.3G,
0054,,"CARTRIDGES, SIGNAL",1,1.3G,,1,,0,E0,P135,,MP23 MP24,,,,,1,W2,,CW1,,1.3G,
0055,,"CASES, CARTRIDGE, EMPTY, WITH PRIMER",1,1.4S,,1.4,364,5 kg,E0,P136,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0056,,"CHARGES, DEPTH",1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,
0059,,"CHARGES, SHAPED",1,1.1D,,1+13,,0,E0,P137,PP70,MP21,,,,,1,W2,,CW1,,1.1D,without detonator
0060,a,"CHARGES, SUPPLEMENTARY, EXPLOSIVE",1,1.1D,,1+13,,0,E0,P132a P132b,,MP21,,,,,1,W2,,CW1,,1.1D,
0060,b,"CHARGES, SUPPLEMENTARY, EXPLOSIVE",1,1.1D,,1+13,,0,E0,P132a P132b,,MP21,,,,,1,W2,,CW1,,1.1D,
0065,,"CORD, DETONATING",1,1.1D,,1+13,,0,E0,P139,PP71 PP72,MP21,,,,,1,W2,,CW1,,1.1D,flexible
0066,,"CORD, IGNITER",1,1.4G,,1.4,,0,E0,P140,,MP23,,,,,2,W2,,CW1,CE1,1.4G,
0070,,"CUTTERS, CABLE, EXPLOSIVE",1,1.4S,,1.4,,0,E0,P134 LP102,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0072,a,"CYCLOTRIMETHYLENETRINITRAMINE, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),PP45,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 15% water, by mass"
0072,b,"CYCLONITE, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),PP45,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 15% water, by mass"
0072,c,"RDX, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),PP45,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 15% water, by mass"
0072,d,"HEXOGEN, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),PP45,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 15% water, by mass"
0073,,DETONATORS FOR AMMUNITION,1,1.1B,,1+13,,0,E0,P133,,MP23,,,,,1,W2,,CW1,,1.1B,
0074,,"DIAZODINITROPHENOL, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 40% water or mixture of alcohol and water, by mass"
0075,,"DIETHYLENEGLYCOL DINITRATE, DESENSITIZED",1,1.1D,,1+15,266,0,E0,P115,PP53 PP54 PP57 PP58,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 25% non-volatile water-insoluble phlegmatizer, by mass"
0076,a,DINITROPHENOL,1,1.1D,,1+6.1+13,,0,E0,P112(a),PP26,MP20,,,,,1,W2 W3,,CW1 CW28,,1.1D,"dry or wetted with less than 15% water, by mass"
0076,b,DINITROPHENOL,1,1.1D,,1+6.1+13,,0,E0,P112(b),PP26,MP20,,,,,1,W2 W3,,CW1 CW28,,1.1D,"dry or wetted with less than 15% water, by mass"
0076,c,DINITROPHENOL,1,1.1D,,1+6.1+13,,0,E0,P112(c),PP26,MP20,,,,,1,W2 W3,,CW1 CW28,,1.1D,"dry or wetted with less than 15% water, by mass"
0077,a,DINITROPHENOLATES,1,1.3C,,1+6.1+13,,0,E0,P114(a),PP26,MP20,,,,,1,W2 W3,,CW1 CW28,,1.3C,"alkali metals, dry or wetted with less than 15% water, by mass"
0077,b,DINITROPHENOLATES,1,1.3C,,1+6.1+13,,0,E0,P114(b),PP26,MP20,,,,,1,W2 W3,,CW1 CW28,,1.3C,"alkali metals, dry or wetted with less than 15% water, by mass"
0078,a,DINITRORESORCINOL,1,1.1D,,1+13,,0,E0,P112(a),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0078,b,DINITRORESORCINOL,1,1.1D,,1+13,,0,E0,P112(b),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0078,c,DINITRORESORCINOL,1,1.1D,,1+13,,0,E0,P112(c),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0079,a,HEXANITRODIPHENYLAMINE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0079,b,HEXANITRODIPHENYLAMINE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0079,c,DIPICRYLAMINE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0079,d,DIPICRYLAMINE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0079,e,HEXYL,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0079,f,HEXYL,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0081,a,"EXPLOSIVE, BLASTING, TYPE A",1,1.1D,,1+13,616 617,0,E0,P116,PP63 PP66,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0081,b,"EXPLOSIVE, BLASTING, TYPE A",1,1.1D,,1+13,616 617,0,E0,P116,PP63 PP66,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0082,a,"EXPLOSIVE, BLASTING, TYPE B",1,1.1D,,1+13,617,0,E0,P116 IBC100,PP61 PP62 B9,MP20,,,,,1,W2 W3 W12,,CW1,,1.1D,
0082,b,"EXPLOSIVE, BLASTING, TYPE B",1,1.1D,,1+13,617,0,E0,P116 IBC100,PP61 PP62 B9,MP20,,,,,1,W2 W3 W12,,CW1,,1.1D,
0083,,"EXPLOSIVE, BLASTING, TYPE C",1,1.1D,,1+15,267 617,0,E0,P116,,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0084,,"EXPLOSIVE, BLASTING, TYPE D",1,1.1D,,1+13,617,0,E0,P116,,MP20,,,,,1,W2,,CW1,,1.1D,
0092,,"FLARES, SURFACE",1,1.3G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.3G,
0093,,"FLARES, AERIAL",1,1.3G,,1,,0,E0,P135,,MP23,,,,,1,W2,,CW1,,1.3G,
0094,,FLASH POWDER,1,1.1G,,1+13,,0,E0,P113,PP49,MP20,,,,,1,W2 W3,,CW1,,1.1G,
0099,,"FRACTURING DEVICES, EXPLOSIVE",1,1.1D,,1+13,,0,E0,P134 LP102,,MP21,,,,,1,W2,,CW1,,1.1D,"without detonator, for oil wells"
0101,,"FUSE, NON-DETONATING",1,1.3G,,1,,0,E0,P140,PP74 PP75,MP23,,,,,1,W2,,CW1,,1.3G,
0102,a,"CORD, DETONATING",1,1.2D,,1,,0,E0,P139,PP71,MP21,,,,,1,W2,,CW1,,1.2D,metal clad
0102,b,"FUSE, DETONATING",1,1.2D,,1,,0,E0,P139,PP71,MP21,,,,,1,W2,,CW1,,1.2D,metal clad
0103,,"FUSE, IGNITER",1,1.4G,,1.4,,0,E0,P140,,MP23,,,,,2,W2,,CW1,,1.4G,"tubular, metal-clad"
0104,a,"CORD, DETONATING, MILD EFFECT",1,1.4D,,1.4,,0,E0,P139,PP71,MP21,,,,,2,W2,,CW1,,1.4D,metal clad
0104,b,"FUSE, DETONATING, MILD EFFECT",1,1.4D,,1.4,,0,E0,P139,PP71,MP21,,,,,2,W2,,CW1,,1.4D,metal clad
0105,,"FUSE, SAFETY",1,1.4S,,1.4,,0,E0,P140,PP73,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0106,,"FUZES, DETONATING",1,1.1B,,1+13,,0,E0,P141,,MP23,,,,,1,W2,,CW1,,1.1B,
0107,,"FUZES, DETONATING",1,1.2B,,1+13,,0,E0,P141,,MP23,,,,,1,W2,,CW1,,1.2B,
0110,,"GRENADES, PRACTICE",1,1.4S,,1.4,,0,E0,P141,,MP23,,,,,4,W2,,CW1,CE1,1.4S,hand or rifle
0113,,"GUANYL NITROSAMINOGUANYLIDENE HYDRAZINE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 30% water, by mass"
0114,a,"GUANYL NITROSAMINOGUANYLTETRAZENE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 30% water, or mixture of alcohol and water, by mass"
0114,b,"TETRAZENE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 30% water, or mixture of alcohol and water, by mass"
0118,a,HEXOLITE,1,1.1D,,1+13,,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0118,b,HEXOLITE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0118,c,HEXOLITE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0118,d,HEXOTOL,1,1.1D,,1+13,,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0118,e,HEXOTOL,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0118,f,HEXOTOL,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0121,,IGNITERS,1,1.1G,,1+13,,0,E0,P142,,MP23,,,,,1,W2,,CW1,,1.1G,
0124,,"JET PERFORATING GUNS, CHARGED",1,1.1D,,1+13,,0,E0,P101,,MP21,,,,,1,W2,,CW1,,1.1D,"oil well, without detonator"
0129,,"LEAD AZIDE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 20% water, or mixture of alcohol and water, by mass"
0130,a,"LEAD STYPHNATE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 20% water, or mixture of alcohol and water, by mass"
0130,b,"LEAD TRINITRORESORCINATE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 20% water, or mixture of alcohol and water, by mass"
0131,,"LIGHTERS, FUSE",1,1.4S,,1.4,,0,E0,P142,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0132,,"DEFLAGRATING METAL SALTS OF AROMATIC NITRODERIVATIVES, N.O.S.",1,1.3C,,1+13,274,0,E0,P114(a) or (b),PP26,MP2,,,,,1,W2 W3,,CW1,,1.3C,
0133,a,"MANNITOL HEXANITRATE, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 40% water, or mixture of alcohol and water, by mass"
0133,b,"NITROMANNITE, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),,MP20,,,,,1,W2,,CW1,,1.1D,"with not less than 40% water, or mixture of alcohol and water, by mass"
0135,,"MERCURY FULMINATE, WETTED",1,1.1A,,,,,,,,,,,CARRIAGE PROHIBITED,,,,,,,,"with not less than 20% water, or mixture of alcohol and water, by mass"
0136,,MINES,1,1.1F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.1F,with bursting charge
0137,,MINES,1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,with bursting charge
0138,,MINES,1,1.2D,,1,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.2D,with bursting charge
0143,a,"NITROGLYCERIN, DESENSITIZED",1,1.1D,,1+6.1+15,266 271,0,E0,P115,PP53 PP54 PP57 PP58,MP20,,,,,1,W2,,CW1 CW28,,1.1D,"with not less than 40% non-volatile water-insoluble phlegmatizer, by mass"
0143,b,"NITROGLYCERIN, DESENSITIZED",1,1.1D,,1+6.1+15,266 271,0,E0,P115,PP53 PP54 PP57 PP58,MP20,,,,,1,W2,,CW1 CW28,,1.1D,"with not less than 40% non-volatile water-insoluble phlegmatizer, by mass"
0144,,NITROGLYCERIN SOLUTION IN ALCOHOL,1,1.1D,,1+13,358,0,E0,P115,PP45 PP55 PP56 PP59 PP60,MP20,,,,,1,W2,,CW1,,1.1D,with more than 1% but not more than 10% nitroglycerin
0146,a,NITROSTARCH,1,1.1D,,1+15,,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted, with less than 20% water, by mass"
0146,b,NITROSTARCH,1,1.1D,,1+15,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted, with less than 20% water, by mass"
0146,c,NITROSTARCH,1,1.1D,,1+15,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted, with less than 20% water, by mass"
0147,,NITRO UREA,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0150,a,"PENTAERYTHRITE TETRANITRATE, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 25% water, by mass"
0150,b,"PENTAERYTHRITOL TETRANITRATE, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 25% water, by mass"
0150,c,"PETN, WETTED",1,1.1D,,1+15,266,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 25% water, by mass"
0150,d,"PENTAERYTHRITE TETRANITRATE, DESENSITIZED",1,1.1D,,1+15,266,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 15% phlegmatizer, by mass"
0150,e,"PENTAERYTHRITOL TETRANITRATE, DESENSITIZED",1,1.1D,,1+15,266,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 15% phlegmatizer, by mass"
0150,f,"PETN, DESENSITIZED",1,1.1D,,1+15,266,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"with not less than 15% phlegmatizer, by mass"
0151,a,PENTOLITE,1,1.1D,,1+13,,0,E0,P112(a),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0151,b,PENTOLITE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0151,c,PENTOLITE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 15% water, by mass"
0153,a,TRINITROANILINE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0153,b,TRINITROANILINE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0153,c,PICRAMIDE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0153,d,PICRAMIDE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0154,a,TRINITROPHENOL,1,1.1D,,1+13,,0,E0,P112(a),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 30% water, by mass"
0154,b,TRINITROPHENOL,1,1.1D,,1+13,,0,E0,P112(b),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 30% water, by mass"
0154,c,TRINITROPHENOL,1,1.1D,,1+13,,0,E0,P112(c),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 30% water, by mass"
0154,d,PICRIC ACID,1,1.1D,,1+13,,0,E0,P112(a),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 30% water, by mass"
0154,e,PICRIC ACID,1,1.1D,,1+13,,0,E0,P112(b),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 30% water, by mass"
0154,f,PICRIC ACID,1,1.1D,,1+13,,0,E0,P112(c),PP26,MP20,,,,,1,W2 W3,,CW1,,1.1D,"dry or wetted with less than 30% water, by mass"
0155,a,TRINITROCHLOROBENZENE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0155,b,TRINITROCHLOROBENZENE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0155,c,PICRYL CHLORIDE,1,1.1D,,1+13,,0,E0,P112(b),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0155,d,PICRYL CHLORIDE,1,1.1D,,1+13,,0,E0,P112(c),,MP20,,,,,1,W2 W3,,CW1,,1.1D,
0159,a,"POWDER CAKE, WETTED",1,1.3C,,1+13,266,0,E0,P111,PP43,MP20,,,,,1,W2,,CW1,,1.3C,"with not less than 25% water, by mass"
0159,b,"POWDER PASTE, WETTED",1,1.3C,,1+13,266,0,E0,P111,PP43,MP20,,,,,1,W2,,CW1,,1.3C,"with not less than 25% water, by mass"
0160,,"POWDER, SMOKELESS",1,1.1C,,1+15,,0,E0,P114(b),PP50 PP52,MP20 MP24,,,,,1,W2 W3,,CW1,,1.1C,
0161,,"POWDER, SMOKELESS",1,1.3C,,1+13,,0,E0,P114(b),PP50 PP52,MP20 MP24,,,,,1,W2 W3,,CW1,,1.3C,
0167,,PROJECTILES,1,1.1F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.1F,with bursting charge
0168,,PROJECTILES,1,1.1D,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1D,with bursting charge
0169,,PROJECTILES,1,1.2D,,1,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.2D,with bursting charge
0171,,"AMMUNITION, ILLUMINATING",1,1.2G,,1,,0,E0,P130 LP101,PP67 L1,MP23,,,,,1,W2,,CW1,,1.2G,"with or without burster, expelling charge or propelling charge"
0173,,"RELEASE DEVICES, EXPLOSIVE",1,1.4S,,1.4,,0,E0,P134 LP102,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0174,,"RIVETS, EXPLOSIVE",1,1.4S,,1.4,,0,E0,P134 LP102,,MP23,,,,,4,W2,,CW1,CE1,1.4S,
0180,,ROCKETS,1,1.1F,,1+13,,0,E0,P130 LP101,,MP23,,,,,1,W2,,CW1,,1.1F,with bursting charge
0181,,ROCKETS,1,1.1E,,1+13,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.1E,with bursting charge
0182,,ROCKETS,1,1.2E,,1,,0,E0,P130 LP101,PP67 L1,MP21,,,,,1,W2,,CW1,,1.2E,with bursting charge
0183,,ROCKETS,1,1.3C,,1,,0,E0,P130 LP101,PP67 L1,MP22,,,,,1,W2,,CW1,,1.3C,with inert head
0186,,ROCKET MOTORS,1,1.3C,,1,,0,E0,P130 LP101,PP67 L1,MP22 MP24,,,,,1,W2,,CW1,,1.3C,
0190,a,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
0190,b,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
0190,c,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
0190,d,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
0190,e,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
0190,f,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
0190,g,"SAMPLES, EXPLOSIVE",1,,,,16 274,0,E0,P101,,MP2,,,,,0,W2,,CW1,,,other than initiating explosive
