UNNO,VARIANT,STANDARD,TYPE,COUNTRY,CODE,HASFLASHPOINTLOWER,FLASHPOINTLOWER,HASFLASHPOINTUPPER,FLASHPOINTUPPER
2677,a,IMO,PSA,SG,3,1,60.1,0,0
3170,d,IMO,PSA,SG,2,0,0,1,-26.1
3170,d,IMO,PSA,SG,2,1,-26.0,1,22.9
3170,d,IMO,PSA,SG,2,1,23.0,1,60.0
3170,d,IMO,PSA,SG,2,1,60.1,0,0
1243,,IMO,PSA,SG,1S,0,0,1,-26.1
332,b,IMO,PSA,SG,1,0,0,0,0
1634,,IMO,PSA,SG,2S,0,0,1,-26.1
1634,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1634,,IMO,PSA,SG,2S,1,23.0,1,60.0
1634,,IMO,PSA,SG,2S,1,60.1,0,0
1782,,IMO,PSA,SG,3,0,0,1,22.9
1782,,IMO,PSA,SG,3,1,23.0,1,60.0
1782,,IMO,PSA,SG,3,1,60.1,0,0
3437,,IMO,PSA,SG,3,0,0,1,22.9
3437,,IMO,PSA,SG,3,1,23.0,1,60.0
3437,,IMO,PSA,SG,3,1,60.1,0,0
3249,a,IMO,PSA,SG,3,0,0,1,22.9
3249,a,IMO,PSA,SG,3,1,23.0,1,60.0
3249,a,IMO,PSA,SG,3,1,60.1,0,0
2681,a,IMO,PSA,SG,3,0,0,1,22.9
2681,a,IMO,PSA,SG,3,1,23.0,1,60.0
2681,a,IMO,PSA,SG,3,1,60.1,0,0
3111,a,IMO,PSA,SG,1D,0,0,1,-26.1
3111,a,IMO,PSA,SG,1D,1,-26.0,0,0
2389,,IMO,PSA,SG,1S,0,0,1,-26.1
2389,,IMO,PSA,SG,2S,1,-26,1,22.9
2048,,IMO,PSA,SG,3,1,23,1,60
1950,n,IMO,PSA,SG,2S,0,0,1,-26.1
1950,n,IMO,PSA,SG,2S,1,-26.0,1,22.9
1950,n,IMO,PSA,SG,2S,1,23.0,1,60.0
1950,n,IMO,PSA,SG,2S,1,60.1,0,0
2367,,IMO,PSA,SG,2S,1,-26,1,22.9
3102,a,IMO,PSA,SG,1D,0,0,1,-26.1
3102,a,IMO,PSA,SG,1D,1,-26.0,0,0
2709,,IMO,PSA,SG,3,1,23,1,60
2801,c,IMO,PSA,SG,2S,0,0,1,-26.1
2801,c,IMO,PSA,SG,2S,1,-26.0,1,22.9
2801,c,IMO,PSA,SG,2S,1,23.0,1,60.0
2801,c,IMO,PSA,SG,2S,1,60.1,0,0
2801,c,IMO,PSA,SG,2S,1,60.1,0,0
2377,,IMO,PSA,SG,2S,1,-26,1,22.9
42,a,IMO,PSA,SG,1,0,0,0,0
2393,,IMO,PSA,SG,2S,1,-26,1,22.9
282,a,IMO,PSA,SG,1,0,0,0,0
2778,b,IMO,PSA,SG,2,1,-26,1,22.9
3098,a,IMO,PSA,SG,1D,0,0,1,-26.1
3098,a,IMO,PSA,SG,1D,1,-26.0,0,0
3025,c,IMO,PSA,SG,3,1,23,1,60
496,a,IMO,PSA,SG,1,0,0,0,0
3010,b,IMO,PSA,SG,2,0,0,1,-26.1
3010,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3010,b,IMO,PSA,SG,2,1,23.0,1,60.0
3010,b,IMO,PSA,SG,2,1,60.1,0,0
2969,d,IMO,PSA,SG,3,0,0,1,22.9
2969,d,IMO,PSA,SG,3,1,23.0,1,60.0
2969,d,IMO,PSA,SG,3,1,60.1,0,0
218,a,IMO,PSA,SG,1,0,0,0,0
209,d,IMO,PSA,SG,1,0,0,0,0
2786,b,IMO,PSA,SG,3,0,0,1,22.9
2786,b,IMO,PSA,SG,3,1,23.0,1,60.0
2786,b,IMO,PSA,SG,3,1,60.1,0,0
2786,b,IMO,PSA,SG,3,1,60.1,0,0
2515,,IMO,PSA,SG,3,0,0,1,22.9
2515,,IMO,PSA,SG,3,1,23.0,1,60.0
2515,,IMO,PSA,SG,3,1,60.1,0,0
1973,a,IMO,PSA,SG,3,0,0,1,22.9
1973,a,IMO,PSA,SG,3,1,23.0,1,60.0
1973,a,IMO,PSA,SG,3,1,60.1,0,0
3285,a,IMO,PSA,SG,2,0,0,1,-26.1
3285,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3285,a,IMO,PSA,SG,2,1,23.0,1,60.0
3285,a,IMO,PSA,SG,2,1,60.1,0,0
1233,,IMO,PSA,SG,2S,1,23,1,60
1339,,IMO,PSA,SG,2,0,0,1,-26.1
1339,,IMO,PSA,SG,2,1,-26.0,1,22.9
1339,,IMO,PSA,SG,2,1,23.0,1,60.0
1339,,IMO,PSA,SG,2,1,60.1,0,0
3020,c,IMO,PSA,SG,3,0,0,1,22.9
3020,c,IMO,PSA,SG,3,1,23.0,1,60.0
3020,c,IMO,PSA,SG,3,1,60.1,0,0
3020,c,IMO,PSA,SG,3,1,60.1,0,0
3324,a,IMO,PSA,SG,2,0,0,1,-26.1
3324,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3324,a,IMO,PSA,SG,2,1,23.0,1,60.0
3324,a,IMO,PSA,SG,2,1,60.1,0,0
2258,,IMO,PSA,SG,3,0,0,1,22.9
2258,,IMO,PSA,SG,3,1,23.0,1,60.0
2258,,IMO,PSA,SG,3,1,60.1,0,0
3188,a,IMO,PSA,SG,2,0,0,1,-26.1
3188,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3188,a,IMO,PSA,SG,2,1,23.0,1,60.0
3188,a,IMO,PSA,SG,2,1,60.1,0,0
3028,,IMO,PSA,SG,3,0,0,1,22.9
3028,,IMO,PSA,SG,3,1,23.0,1,60.0
3028,,IMO,PSA,SG,3,1,60.1,0,0
2830,,IMO,PSA,SG,2S,0,0,1,-26.1
2830,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2830,,IMO,PSA,SG,2S,1,23.0,1,60.0
2830,,IMO,PSA,SG,2S,1,60.1,0,0
2998,b,IMO,PSA,SG,2,0,0,1,-26.1
2998,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2998,b,IMO,PSA,SG,2,1,23.0,1,60.0
2998,b,IMO,PSA,SG,2,1,60.1,0,0
79,a,IMO,PSA,SG,1,0,0,0,0
1332,,IMO,PSA,SG,3,0,0,1,22.9
1332,,IMO,PSA,SG,3,1,23.0,1,60.0
1332,,IMO,PSA,SG,3,1,60.1,0,0
3284,c,IMO,PSA,SG,3,0,0,1,22.9
3284,c,IMO,PSA,SG,3,1,23.0,1,60.0
3284,c,IMO,PSA,SG,3,1,60.1,0,0
3284,c,IMO,PSA,SG,3,1,60.1,0,0
1384,a,IMO,PSA,SG,2,0,0,1,-26.1
1384,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1384,a,IMO,PSA,SG,2,1,23.0,1,60.0
1384,a,IMO,PSA,SG,2,1,60.1,0,0
207,a,IMO,PSA,SG,1,0,0,0,0
2733,c,IMO,PSA,SG,2S,1,-26,1,22.9
3280,a,IMO,PSA,SG,2,0,0,1,-26.1
3280,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3280,a,IMO,PSA,SG,2,1,23.0,1,60.0
3280,a,IMO,PSA,SG,2,1,60.1,0,0
254,,IMO,PSA,SG,2,0,0,1,-26.1
254,,IMO,PSA,SG,2,1,-26.0,1,22.9
254,,IMO,PSA,SG,2,1,23.0,1,60.0
254,,IMO,PSA,SG,2,1,60.1,0,0
2509,,IMO,PSA,SG,3,0,0,1,22.9
2509,,IMO,PSA,SG,3,1,23.0,1,60.0
2509,,IMO,PSA,SG,3,1,60.1,0,0
105,,IMO,PSA,SG,2,0,0,1,-26.1
105,,IMO,PSA,SG,2,1,-26.0,1,22.9
105,,IMO,PSA,SG,2,1,23.0,1,60.0
105,,IMO,PSA,SG,2,1,60.1,0,0
2577,,IMO,PSA,SG,2,0,0,1,-26.1
2577,,IMO,PSA,SG,2,1,-26.0,1,22.9
2577,,IMO,PSA,SG,2,1,23.0,1,60.0
2577,,IMO,PSA,SG,2,1,60.1,0,0
3178,a,IMO,PSA,SG,2,0,0,1,-26.1
3178,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3178,a,IMO,PSA,SG,2,1,23.0,1,60.0
3178,a,IMO,PSA,SG,2,1,60.1,0,0
3178,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
3178,a,IMO,PSA,SG,2S,1,23.0,1,60.0
3178,a,IMO,PSA,SG,2S,1,60.1,0,0
1292,,IMO,PSA,SG,3,1,23,1,60
2659,,IMO,PSA,SG,3,0,0,1,22.9
2659,,IMO,PSA,SG,3,1,23.0,1,60.0
2659,,IMO,PSA,SG,3,1,60.1,0,0
339,a,IMO,PSA,SG,2,0,0,1,-26.1
339,a,IMO,PSA,SG,2,1,-26.0,1,22.9
339,a,IMO,PSA,SG,2,1,23.0,1,60.0
339,a,IMO,PSA,SG,2,1,60.1,0,0
1862,,IMO,PSA,SG,2S,1,-26,1,22.9
2726,,IMO,PSA,SG,3,0,0,1,22.9
2726,,IMO,PSA,SG,3,1,23.0,1,60.0
2726,,IMO,PSA,SG,3,1,60.1,0,0
2586,a,IMO,PSA,SG,3,0,0,1,22.9
2586,a,IMO,PSA,SG,3,1,23.0,1,60.0
2586,a,IMO,PSA,SG,3,1,60.1,0,0
322,,IMO,PSA,SG,1,0,0,0,0
2983,,IMO,PSA,SG,1D,0,0,1,-26.1
2996,c,IMO,PSA,SG,3,0,0,1,22.9
2996,c,IMO,PSA,SG,3,1,23.0,1,60.0
2996,c,IMO,PSA,SG,3,1,60.1,0,0
2996,c,IMO,PSA,SG,3,1,60.1,0,0
1906,a,IMO,PSA,SG,2,0,0,1,-26.1
1906,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1906,a,IMO,PSA,SG,2,1,23.0,1,60.0
1906,a,IMO,PSA,SG,2,1,60.1,0,0
3209,b,IMO,PSA,SG,1D,0,0,1,-26.1
3209,b,IMO,PSA,SG,1D,1,-26.0,0,0
2557,a,IMO,PSA,SG,2,0,0,1,-26.1
2557,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2557,a,IMO,PSA,SG,2,1,23.0,1,60.0
2557,a,IMO,PSA,SG,2,1,60.1,0,0
1593,,IMO,PSA,SG,3,0,0,1,22.9
1593,,IMO,PSA,SG,3,1,23.0,1,60.0
1593,,IMO,PSA,SG,3,1,60.1,0,0
1444,,IMO,PSA,SG,3,0,0,1,22.9
1444,,IMO,PSA,SG,3,1,23.0,1,60.0
1444,,IMO,PSA,SG,3,1,60.1,0,0
3343,,IMO,PSA,SG,1D,0,0,1,-26.1
3343,,IMO,PSA,SG,2,1,-26,1,22.9
3122,b,IMO,PSA,SG,2,0,0,1,-26.1
3122,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3122,b,IMO,PSA,SG,2,1,23.0,1,60.0
3122,b,IMO,PSA,SG,2,1,60.1,0,0
3192,b,IMO,PSA,SG,2,0,0,1,-26.1
3192,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3192,b,IMO,PSA,SG,2,1,23.0,1,60.0
3192,b,IMO,PSA,SG,2,1,60.1,0,0
1781,,IMO,PSA,SG,2,0,0,1,-26.1
1781,,IMO,PSA,SG,2,1,-26.0,1,22.9
1781,,IMO,PSA,SG,2,1,23.0,1,60.0
1781,,IMO,PSA,SG,2,1,60.1,0,0
1420,,IMO,PSA,SG,2,0,0,1,-26.1
1420,,IMO,PSA,SG,2,1,-26.0,1,22.9
1420,,IMO,PSA,SG,2,1,23.0,1,60.0
1420,,IMO,PSA,SG,2,1,60.1,0,0
3322,d,IMO,PSA,SG,2,0,0,1,-26.1
3322,d,IMO,PSA,SG,2,1,-26.0,1,22.9
3322,d,IMO,PSA,SG,2,1,23.0,1,60.0
3322,d,IMO,PSA,SG,2,1,60.1,0,0
2994,a,IMO,PSA,SG,2,0,0,1,-26.1
2994,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2994,a,IMO,PSA,SG,2,1,23.0,1,60.0
2994,a,IMO,PSA,SG,2,1,60.1,0,0
2902,a,IMO,PSA,SG,2,0,0,1,-26.1
2902,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2902,a,IMO,PSA,SG,2,1,23.0,1,60.0
2902,a,IMO,PSA,SG,2,1,60.1,0,0
118,b,IMO,PSA,SG,1,0,0,0,0
1695,,IMO,PSA,SG,2,0,0,1,-26.1
1695,,IMO,PSA,SG,2,1,-26.0,1,22.9
1695,,IMO,PSA,SG,2,1,23.0,1,60.0
1695,,IMO,PSA,SG,2,1,60.1,0,0
3452,,IMO,PSA,SG,3,0,0,1,22.9
3452,,IMO,PSA,SG,3,1,23.0,1,60.0
3452,,IMO,PSA,SG,3,1,60.1,0,0
4,c,IMO,PSA,SG,1,0,0,0,0
3017,a,IMO,PSA,SG,2,1,23,1,60
2218,,IMO,PSA,SG,2,0,0,1,-26.1
2218,,IMO,PSA,SG,2,1,-26.0,1,22.9
2218,,IMO,PSA,SG,2,1,23.0,1,60.0
2218,,IMO,PSA,SG,2,1,60.1,0,0
3342,a,IMO,PSA,SG,2S,0,0,1,-26.1
3342,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
3342,a,IMO,PSA,SG,2S,1,23.0,1,60.0
3342,a,IMO,PSA,SG,2S,1,60.1,0,0
2839,,IMO,PSA,SG,3,0,0,1,22.9
2839,,IMO,PSA,SG,3,1,23.0,1,60.0
2839,,IMO,PSA,SG,3,1,60.1,0,0
1060,,IMO,PSA,SG,2S,0,0,1,-26.1
1060,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1060,,IMO,PSA,SG,2S,1,23.0,1,60.0
1060,,IMO,PSA,SG,2S,1,60.1,0,0
355,a,IMO,PSA,SG,1,0,0,0,0
1855,a,IMO,PSA,SG,2,0,0,1,-26.1
1855,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1855,a,IMO,PSA,SG,2,1,23.0,1,60.0
1855,a,IMO,PSA,SG,2,1,60.1,0,0
2615,,IMO,PSA,SG,2S,1,-26,1,22.9
1588,a,IMO,PSA,SG,2,0,0,1,-26.1
1588,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1588,a,IMO,PSA,SG,2,1,23.0,1,60.0
1588,a,IMO,PSA,SG,2,1,60.1,0,0
2685,,IMO,PSA,SG,3,0,0,1,22.9
2685,,IMO,PSA,SG,3,1,23.0,1,60.0
2685,,IMO,PSA,SG,3,1,60.1,0,0
1566,a,IMO,PSA,SG,3,0,0,1,22.9
1566,a,IMO,PSA,SG,3,1,23.0,1,60.0
1566,a,IMO,PSA,SG,3,1,60.1,0,0
1436,c,IMO,PSA,SG,2,0,0,1,-26.1
1436,c,IMO,PSA,SG,2,1,-26.0,1,22.9
1436,c,IMO,PSA,SG,2,1,23.0,1,60.0
1436,c,IMO,PSA,SG,2,1,60.1,0,0
1393,,IMO,PSA,SG,2,0,0,1,-26.1
1393,,IMO,PSA,SG,2,1,-26.0,1,22.9
1393,,IMO,PSA,SG,2,1,23.0,1,60.0
1393,,IMO,PSA,SG,2,1,60.1,0,0
2263,,IMO,PSA,SG,2S,1,-26,1,22.9
3098,c,IMO,PSA,SG,1D,0,0,1,-26.1
3098,c,IMO,PSA,SG,1D,1,-26.0,0,0
2864,,IMO,PSA,SG,3,0,0,1,22.9
2864,,IMO,PSA,SG,3,1,23.0,1,60.0
2864,,IMO,PSA,SG,3,1,60.1,0,0
3223,,IMO,PSA,SG,2,0,0,1,-26.1
3223,,IMO,PSA,SG,2,1,-26.0,1,22.9
3223,,IMO,PSA,SG,2,1,23.0,1,60.0
3223,,IMO,PSA,SG,2,1,60.1,0,0
1863,c,IMO,PSA,SG,2S,1,23,1,60
3281,c,IMO,PSA,SG,2,0,0,1,-26.1
3281,c,IMO,PSA,SG,2,1,-26.0,1,22.9
3281,c,IMO,PSA,SG,2,1,23.0,1,60.0
3281,c,IMO,PSA,SG,2,1,60.1,0,0
3259,a,IMO,PSA,SG,2,0,0,1,-26.1
3259,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3259,a,IMO,PSA,SG,2,1,23.0,1,60.0
3259,a,IMO,PSA,SG,2,1,60.1,0,0
3346,b,IMO,PSA,SG,2,1,-26,1,22.9
1030,a,IMO,PSA,SG,2S,0,0,1,-26.1
1030,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
1030,a,IMO,PSA,SG,2S,1,23.0,1,60.0
1030,a,IMO,PSA,SG,2S,1,60.1,0,0
1806,,IMO,PSA,SG,2S,0,0,1,-26.1
1806,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1806,,IMO,PSA,SG,2S,1,23.0,1,60.0
1806,,IMO,PSA,SG,2S,1,60.1,0,0
1436,d,IMO,PSA,SG,2,0,0,1,-26.1
1436,d,IMO,PSA,SG,2,1,-26.0,1,22.9
1436,d,IMO,PSA,SG,2,1,23.0,1,60.0
1436,d,IMO,PSA,SG,2,1,60.1,0,0
3212,b,IMO,PSA,SG,2,0,0,1,-26.1
3212,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3212,b,IMO,PSA,SG,2,1,23.0,1,60.0
3212,b,IMO,PSA,SG,2,1,60.1,0,0
3110,,IMO,PSA,SG,2,0,0,1,-26.1
3110,,IMO,PSA,SG,2,1,-26.0,1,22.9
3110,,IMO,PSA,SG,2,1,23.0,1,60.0
3110,,IMO,PSA,SG,2,1,60.1,0,0
2346,,IMO,PSA,SG,2S,1,-26,1,22.9
1489,,IMO,PSA,SG,2,0,0,1,-26.1
1489,,IMO,PSA,SG,2,1,-26.0,1,22.9
1489,,IMO,PSA,SG,2,1,23.0,1,60.0
1489,,IMO,PSA,SG,2,1,60.1,0,0
1459,b,IMO,PSA,SG,1D,0,0,1,-26.1
1459,b,IMO,PSA,SG,1D,1,-26.0,0,0
2710,,IMO,PSA,SG,2S,1,23,1,60
2733,a,IMO,PSA,SG,1D,0,0,1,-26.1
3006,c,IMO,PSA,SG,3,0,0,1,22.9
3006,c,IMO,PSA,SG,3,1,23.0,1,60.0
3006,c,IMO,PSA,SG,3,1,60.1,0,0
3006,c,IMO,PSA,SG,3,1,60.1,0,0
154,e,IMO,PSA,SG,1,0,0,0,0
1120,b,IMO,PSA,SG,2S,1,23,1,60
2557,c,IMO,PSA,SG,2,0,0,1,-26.1
2557,c,IMO,PSA,SG,2,1,-26.0,1,22.9
2557,c,IMO,PSA,SG,2,1,23.0,1,60.0
2557,c,IMO,PSA,SG,2,1,60.1,0,0
319,,IMO,PSA,SG,2,0,0,1,-26.1
319,,IMO,PSA,SG,2,1,-26.0,1,22.9
319,,IMO,PSA,SG,2,1,23.0,1,60.0
319,,IMO,PSA,SG,2,1,60.1,0,0
1165,,IMO,PSA,SG,2S,1,-26,1,22.9
2927,b,IMO,PSA,SG,2,0,0,1,-26.1
2927,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2927,b,IMO,PSA,SG,2,1,23.0,1,60.0
2927,b,IMO,PSA,SG,2,1,60.1,0,0
151,a,IMO,PSA,SG,1,0,0,0,0
3220,a,IMO,PSA,SG,3,0,0,1,22.9
3220,a,IMO,PSA,SG,3,1,23.0,1,60.0
3220,a,IMO,PSA,SG,3,1,60.1,0,0
1935,a,IMO,PSA,SG,2,0,0,1,-26.1
1935,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1935,a,IMO,PSA,SG,2,1,23.0,1,60.0
1935,a,IMO,PSA,SG,2,1,60.1,0,0
3285,b,IMO,PSA,SG,3,0,0,1,22.9
3285,b,IMO,PSA,SG,3,1,23.0,1,60.0
3285,b,IMO,PSA,SG,3,1,60.1,0,0
3285,b,IMO,PSA,SG,3,1,60.1,0,0
2788,c,IMO,PSA,SG,3,0,0,1,22.9
2788,c,IMO,PSA,SG,3,1,23.0,1,60.0
2788,c,IMO,PSA,SG,3,1,60.1,0,0
2788,c,IMO,PSA,SG,3,1,60.1,0,0
2482,,IMO,PSA,SG,2,0,0,1,-26.1
2482,,IMO,PSA,SG,2,1,-26.0,1,22.9
2482,,IMO,PSA,SG,2,1,23.0,1,60.0
2482,,IMO,PSA,SG,2,1,60.1,0,0
2386,,IMO,PSA,SG,2S,1,-26,1,22.9
2079,,IMO,PSA,SG,3,0,0,1,22.9
2079,,IMO,PSA,SG,3,1,23.0,1,60.0
2079,,IMO,PSA,SG,3,1,60.1,0,0
3148,b,IMO,PSA,SG,1D,0,0,1,-26.1
3148,b,IMO,PSA,SG,1D,1,-26.0,0,0
1956,,IMO,PSA,SG,3,0,0,1,22.9
1956,,IMO,PSA,SG,3,1,23.0,1,60.0
1956,,IMO,PSA,SG,3,1,60.1,0,0
161,,IMO,PSA,SG,2,0,0,1,-26.1
161,,IMO,PSA,SG,2,1,-26.0,1,22.9
161,,IMO,PSA,SG,2,1,23.0,1,60.0
161,,IMO,PSA,SG,2,1,60.1,0,0
2757,a,IMO,PSA,SG,2,0,0,1,-26.1
2757,a,IMO,PSA,SG,2,1,-26.0,1,22.9
2757,a,IMO,PSA,SG,2,1,23.0,1,60.0
2757,a,IMO,PSA,SG,2,1,60.1,0,0
2052,,IMO,PSA,SG,2S,1,23,1,60
3270,,IMO,PSA,SG,3,0,0,1,22.9
3270,,IMO,PSA,SG,3,1,23.0,1,60.0
3270,,IMO,PSA,SG,3,1,60.1,0,0
3466,b,IMO,PSA,SG,2,0,0,1,-26.1
3466,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3466,b,IMO,PSA,SG,2,1,23.0,1,60.0
3466,b,IMO,PSA,SG,2,1,60.1,0,0
3424,b,IMO,PSA,SG,2,0,0,1,-26.1
3424,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3424,b,IMO,PSA,SG,2,1,23.0,1,60.0
3424,b,IMO,PSA,SG,2,1,60.1,0,0
1037,,IMO,PSA,SG,2S,0,0,1,-26.1
1037,,IMO,PSA,SG,2S,1,-26.0,1,22.9
1037,,IMO,PSA,SG,2S,1,23.0,1,60.0
1037,,IMO,PSA,SG,2S,1,60.1,0,0
1178,,IMO,PSA,SG,2S,1,-26,1,22.9
1809,,IMO,PSA,SG,2,0,0,1,-26.1
1809,,IMO,PSA,SG,2,1,-26.0,1,22.9
1809,,IMO,PSA,SG,2,1,23.0,1,60.0
1809,,IMO,PSA,SG,2,1,60.1,0,0
1201,a,IMO,PSA,SG,2S,1,-26,1,22.9
3259,b,IMO,PSA,SG,2,0,0,1,-26.1
3259,b,IMO,PSA,SG,2,1,-26.0,1,22.9
3259,b,IMO,PSA,SG,2,1,23.0,1,60.0
3259,b,IMO,PSA,SG,2,1,60.1,0,0
1490,,IMO,PSA,SG,3,0,0,1,22.9
1490,,IMO,PSA,SG,3,1,23.0,1,60.0
1490,,IMO,PSA,SG,3,1,60.1,0,0
2986,,IMO,PSA,SG,1D,0,0,1,-26.1
2986,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2986,,IMO,PSA,SG,2S,1,23.0,1,60.0
59,,IMO,PSA,SG,1,0,0,0,0
2463,,IMO,PSA,SG,2,0,0,1,-26.1
2463,,IMO,PSA,SG,2,1,-26.0,1,22.9
2463,,IMO,PSA,SG,2,1,23.0,1,60.0
2463,,IMO,PSA,SG,2,1,60.1,0,0
2916,b,IMO,PSA,SG,2,0,0,1,-26.1
2916,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2916,b,IMO,PSA,SG,2,1,23.0,1,60.0
2916,b,IMO,PSA,SG,2,1,60.1,0,0
1871,,IMO,PSA,SG,2,0,0,1,-26.1
1871,,IMO,PSA,SG,2,1,-26.0,1,22.9
1871,,IMO,PSA,SG,2,1,23.0,1,60.0
1871,,IMO,PSA,SG,2,1,60.1,0,0
3239,,IMO,PSA,SG,2,0,0,1,-26.1
3239,,IMO,PSA,SG,2,1,-26.0,1,22.9
3239,,IMO,PSA,SG,2,1,23.0,1,60.0
3239,,IMO,PSA,SG,2,1,60.1,0,0
12,a,IMO,PSA,SG,2,0,0,1,-26.1
12,a,IMO,PSA,SG,2,1,-26.0,1,22.9
12,a,IMO,PSA,SG,2,1,23.0,1,60.0
12,a,IMO,PSA,SG,2,1,60.1,0,0
2556,,IMO,PSA,SG,2,0,0,1,-26.1
2556,,IMO,PSA,SG,2,1,-26.0,1,22.9
2556,,IMO,PSA,SG,2,1,23.0,1,60.0
2556,,IMO,PSA,SG,2,1,60.1,0,0
1465,,IMO,PSA,SG,3,0,0,1,22.9
1465,,IMO,PSA,SG,3,1,23.0,1,60.0
1465,,IMO,PSA,SG,3,1,60.1,0,0
2588,c,IMO,PSA,SG,3,0,0,1,22.9
2588,c,IMO,PSA,SG,3,1,23.0,1,60.0
2588,c,IMO,PSA,SG,3,1,60.1,0,0
2588,c,IMO,PSA,SG,3,1,60.1,0,0
2734,b,IMO,PSA,SG,1D,0,0,1,-26.1
2734,b,IMO,PSA,SG,2,1,-26.0,1,22.9
2734,b,IMO,PSA,SG,2,1,23.0,1,60.0
1167,,IMO,PSA,SG,1S,0,0,1,-26.1
470,,IMO,PSA,SG,2,0,0,1,-26.1
470,,IMO,PSA,SG,2,1,-26.0,1,22.9
470,,IMO,PSA,SG,2,1,23.0,1,60.0
470,,IMO,PSA,SG,2,1,60.1,0,0
2655,,IMO,PSA,SG,2S,0,0,1,-26.1
2655,,IMO,PSA,SG,2S,1,-26.0,1,22.9
2655,,IMO,PSA,SG,2S,1,23.0,1,60.0
2655,,IMO,PSA,SG,2S,1,60.1,0,0
1421,,IMO,PSA,SG,2,0,0,1,-26.1
1421,,IMO,PSA,SG,2,1,-26.0,1,22.9
1421,,IMO,PSA,SG,2,1,23.0,1,60.0
1421,,IMO,PSA,SG,2,1,60.1,0,0
3338,,IMO,PSA,SG,3,0,0,1,22.9
3338,,IMO,PSA,SG,3,1,23.0,1,60.0
3338,,IMO,PSA,SG,3,1,60.1,0,0
3143,e,IMO,PSA,SG,3,0,0,1,22.9
3143,e,IMO,PSA,SG,3,1,23.0,1,60.0
3143,e,IMO,PSA,SG,3,1,60.1,0,0
3143,e,IMO,PSA,SG,3,1,60.1,0,0
1340,,IMO,PSA,SG,2,0,0,1,-26.1
1340,,IMO,PSA,SG,2,1,-26.0,1,22.9
1340,,IMO,PSA,SG,2,1,23.0,1,60.0
1340,,IMO,PSA,SG,2,1,60.1,0,0
2046,,IMO,PSA,SG,3,1,23,1,60
2789,b,IMO,PSA,SG,2S,0,0,1,-26.1
2789,b,IMO,PSA,SG,2S,1,-26.0,1,22.9
2789,b,IMO,PSA,SG,2S,1,23.0,1,60.0
2789,b,IMO,PSA,SG,2S,1,60.1,0,0
3017,c,IMO,PSA,SG,3,1,23,1,60
2789,a,IMO,PSA,SG,2S,0,0,1,-26.1
2789,a,IMO,PSA,SG,2S,1,-26.0,1,22.9
2789,a,IMO,PSA,SG,2S,1,23.0,1,60.0
2789,a,IMO,PSA,SG,2S,1,60.1,0,0
2277,,IMO,PSA,SG,2S,1,-26,1,22.9
3205,a,IMO,PSA,SG,2,0,0,1,-26.1
3205,a,IMO,PSA,SG,2,1,-26.0,1,22.9
3205,a,IMO,PSA,SG,2,1,23.0,1,60.0
3205,a,IMO,PSA,SG,2,1,60.1,0,0
2430,b,IMO,PSA,SG,3,0,0,1,22.9
2430,b,IMO,PSA,SG,3,1,23.0,1,60.0
2430,b,IMO,PSA,SG,3,1,60.1,0,0
2430,b,IMO,PSA,SG,3,1,60.1,0,0
2657,,IMO,PSA,SG,3,0,0,1,22.9
2657,,IMO,PSA,SG,3,1,23.0,1,60.0
2657,,IMO,PSA,SG,3,1,60.1,0,0
2383,,IMO,PSA,SG,2S,1,-26,1,22.9
3135,b,IMO,PSA,SG,1D,0,0,1,-26.1
3135,b,IMO,PSA,SG,1D,1,-26.0,0,0
1402,a,IMO,PSA,SG,2,0,0,1,-26.1
1402,a,IMO,PSA,SG,2,1,-26.0,1,22.9
1402,a,IMO,PSA,SG,2,1,23.0,1,60.0
