unid,var,nameJTT_EN,qdtJTT_EN,nameJTT_ZH,qdtJTT_ZH,ccodeJTT,classJTT,labelJTT,pgJTT,lqJTT,sprovJTT,eqJTT,piJTT,mixpJTT,ppJTT,tiJTT,adrtJTT,tpJTT,adrtpJTT,tankvJTT,tcatJTT,pprovJTT,bprovJTT,lprovJTT,oprovJTT,hintJTT
0507,,"SIGNALS, SMOKE",,烟雾信号,,1.4S,1,1.4,,0,,E0,P135,MP23 MP24,,,,,,,4 (E),,,CV1 CV2 CV3,S1,
0508,,"1-HYDROXYBENZOTRIAZOLE, ANHYDROUS","dry or wetted with less than 20% water,by mass","1-羟基苯并三唑,无水的",干的或湿的按质量含水少于 20%,1.3C,1,1,,0,,E0,P114(b),MP20,PP48 PP50,,,,,,1 (C5000D),V2 V3,,CV1 CV2 CV3,S1,
0509,,"POWDER, SMOKELESS",,"火药,无烟的",,1.4C,1,1.4,,0,,E0,P114(b),MP20,PP48,,,,,,2 (E),V2,,CV1 CV2 CV3,S1,
1001,,"ACETYLENE, DISSOLVED",,"乙炔,溶解的",,4F,2,2.1,,0,662,E0,P200,MP9,,,PxBN(M),,TU17 TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2,239
1002,,"AIR,COMPRE SSED",,"空气,压缩的",,1A,2,2.2,,120mL,655 662,E1,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10,,20
1003,,"AIR,REFRIG ERATED LIQUID",,"空气,冷冻液体",,3O,2,2.2+5.1,,0,,E0,P203,MP9,,T75,RxBN,TP5 TP22,TU7 TU19 TA4 TT9,AT,3 (C/E),V5,,CV9 CV11 CV36,S20,225
1005,,"AMMONIA, ANHYDROUS",,"氨,无水的",,2TC,2,2.3+8,,0,23,E0,P200,MP9,,(M) T50,PxBH(M),,TA4 TT8 TT9,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
1006,,"ARGON, COMPRESSED",,"氩,压缩的",,1A,2,2.2,,120mL,653 662,E1,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10 CV36,,20
1008,,BORON TRIFLUORIDE,,三氟化硼,,2TC,2,2.3+8,,0,373,E0,P200,MP9,,(M),PxBH(M),,TA4 TT9 TT10,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
1009,a,BROMOTRIFLUOROMETHANE,,溴三氟甲烷,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1009,b,REFRIGERANT GAS R13B1,,"制冷气体, R13B1",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1010,a,"BUTADIENES, STABILIZED",having a vapour pressure at 70°C not excee-ding 1. 1MPa and a density at 50°C not lower than 0. 525kg/L,"丁二烯类,稳定的","70°C时蒸发压力不超过1.1MPa,并且在50°C时密度不低于0.525kg/L",2F,2,2.1,,0,618 662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1010,b,"BUTADIENES AND HYDRO CARBON MIXTURE, STABILIZED",having a vapour pressure at 70°C not excee-ding 1. 1MPa and a density at 50°C not lower than 0. 525kg/L,"丁二烯与烃的混合物,稳定的","70°C时蒸发压力不超过1.1MPa,并且在50°C时密度不低于0.525kg/L",2F,2,2.1,,0,618 662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1011,,BUTANE,,丁烷,,2F,2,2.1,,0,652 657 660 662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9 TT11,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1012,,BUTYLENES MIXTURE or 1-BUTYLENE or cis-2-BUTY LENE or trans-2-BUTYLENE,,丁烯混合物或 1-丁烯或顺式-2-丁烯或反式-2-丁烯,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1013,,CARBON DIOXIDE,,二氧化碳,,2A,2,2.2,,120mL,584 653 662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1016,,"CARBON MONOXIDE, COMPRESSED",,"一氧化碳,压缩的",,1TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M),CxBH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1017,,CHLORINE,,氯气,,2TOC,2,2.3+5.1+8,,0,,E0,P200,MP9,,(M) T50,P22 DH(M),TP19,TA4 TT9 TT10,AT,1 (C/D),,,CV9 CV10 CV36,S14,265
1018,a,CHLORODIFLUOROMETHANE,,氯二氟甲烷,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1018,b,REFRIGERANT GAS R22,,"制冷气体, R22",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1020,a,CHLOROPENTAFLUOROETHANE,,氯五氟乙烷,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1020,b,REFRIGERANT GAS R115,,"制冷气体, R115)",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1021,a,"1-CHLORO-1, 2,2,2-TETRAFLUOROETHANE",,"1-氯-1,2,2, 2-四氟乙烷",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1021,b,REFRIGERANT GAS R124,,"制冷气体, R124",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1022,a,CHLOROTRIFLUOROMETHANE,,氯三氟甲烷,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1022,b,REFRIGERANT GAS R13,,"制冷气体, R13",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1023,,"COALGAS, COMPRESSED",,"煤气,压缩的",,1TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M),CxBH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1026,,CYANOGEN,,氰,,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M),PxBH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1027,,CYCLOPROPANE,,环丙烷,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1028,a,DICHLORODIFLUOROMETHANE,,二氯二氟甲烷,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1028,b,REFRIGERANT GAS R12,,"制冷气体,R12",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1029,a,DICHLOROFLUOROMETHANE,,二氯一氟甲烷,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1029,b,REFRIGERANT GAS R21,,"制冷气体,R21",,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1030,a,"1,1-DIFLUOROETHANE",,"1,1-二氟乙烷",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1030,b,"1,REFRIGERANT GAS R152a",,"制冷气体, R152a",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1032,,"DIMETHYLAMINE, ANHYD-ROUS",,"二甲胺,无水的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1033,,DIMETHYLETHER,,二甲醚,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1035,,ETHANE,,乙烷,,2F,2,2.1,,0,662,E0,P200,MP9,,(M),PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1036,,ETHYLAMINE,,乙胺,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1037,,ETHYLCHLORIDE,,乙基氯,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1038,,"ETHYLENE, REFRIGERATED LIQUID",,"乙烯,冷冻液体",,3F,2,2.1,,0,,E0,P203,MP9,,T75,RxBN,TP5,TU18 TA4 TT9,FL,2 (B/D),V5,,CV9 CV11 CV36,S2 S17,223
1039,,ETHYL METHYL ETHER,,甲乙醚,,2F,2,2.1,,0,662,E0,P200,MP9,,(M),PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1040,a,ETHYLENE OXIDE,,环氧乙烷,,2TF,2,2.3+2.1,,0,342,E0,P200,MP9,,(M),,,,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1040,b,ETHYLENE OXIDE WITH NITROGEN,up to a total pressure of 1MPa at 50°C,"环氧乙烷,或含有氮的环氧乙烷",在 50°C时最高总压力为1MPa,2TF,2,2.3+2.1,,0,342,E0,P200,MP9,,(M) T50,PxBH(M),TP20,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1041,,ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE,with more than 9% but not more than 87% ethylene oxide,环氧乙烷和二氧化碳的混合物,"含有环氧乙烷9%以上,但不超过87%",2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1043,,FERTILIZER AMMONIATING SOLUTION,with free ammonia,充氨溶液肥料,含有游离氨,4A,2,2.2,,,642,,,,,,,,,,(E),,,,,
1044,,FIRE EXTING-UISHERS,with compressed or liquefied gas,灭火器,含有压缩或液化气体,6A,2,2.2,,120mL,225 594,E0,P003,MP9,PP91,,,,,,3 (E),,,CV9,,
1045,,"FLUORINE, COMPRESSED",,"氟,压缩的",,1TOC,2,2.3+5.1+8,,0,,E0,P200,MP9,,,,,,,1 (D),,,CV9 CV10 CV36,S14,
1046,,"HELIUM, COMPRESSED",,"氦,压缩的",,1A,2,2.2,,120mL,653 662,E1,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10 CV36,,20
1048,,"HYDROGEN BROMIDE, ANHYDROUS",,"溴化氢,无水的",,2TC,2,2.3+8,,0,,E0,P200,MP9,,(M),PxBH(M),,TA4 TT9 TT10,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
1049,,"HYDROGEN, COMPRESSED",,"氢气,压缩的",,1F,2,2.1,,0,660 662,E0,P200,MP9,,(M),CxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1050,,"HYDROGEN CHLORIDE, ANHYDROUS",,"氯化氢,无水的",,2TC,2,2.3+8,,0,,E0,P200,MP9,,(M),PxBH(M),,TA4 TT9 TT10,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
1051,,"HYDROGEN CYANIDE, STABILIZED",containing less than 3% water,"氰化氢,稳定的",含水少于3%,TF1,6.1,6.1+3,I,0,603,E0,P200,MP2,,,,,,,0 (D),,,CV1 CV13 CV28,S2S9 S10 S14,
1052,,"HYDROGEN FLUORIDE, ANHYDROUS",,"氟化氢,无水的",,CT1,8,8+6.1,I,0,,E0,P200,MP2,,T10,L21 DH(+),TP2,TU14 TU34 TC1 TE21 TA4 TT9 TM3,AT,1 (C/D),,,CV13 CV28 CV34,S14,886
1053,,HYDROGEN SULPHIDE,,硫化氢,,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M),PxDH(M),,TA4 TT9 TT10,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1055,,ISOBUTYLENE,,异丁烯,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1056,,"KRYPTON, COMPRESSED",,"氪,压缩的",,1A,2,2.2,,120mL,662,E1,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10 CV36,,20
1057,a,LIGHTERS,containing flammable gas,打火机,装有易燃气体,6F,2,2.1,,0,201 654 658,E0,P002,MP9,PP84 RR5,,,,,,2 (D),,,CV9,S2,
1057,b,LIGHTER REFILLS,containing flammable gas,打火机加油器,装有易燃气体,6F,2,2.1,,0,201 654 658,E0,P002,MP9,PP84 RR5,,,,,,2 (D),,,CV9,S2,
1058,,LIQUEFIED GASES,"non-flammable, charged with nitrogen, carbon dioxide or air",液化气体,"非易燃的,充有氮气、二氧化碳或空气",2A,2,2.2,,120mL,662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1060,,"METHYLACETYLENE AND PROPADIENE MIXTURE, STABILIZED",such as mixture P1 or mixture P2,"甲基乙炔和丙二烯混合物,稳定的",比如混合物P1或混合物P2,2F,2,2.1,,0,581 662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1061,,"METHYLAMINE, ANHYDROUS",,"甲胺,无水的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1062,,METHYL BROMIDE,with not more than 2% chloropicrin,甲基溴,含三氯硝基甲烷不大于2%,2T,2,2.3,,0,23,E0,P200,MP9,,(M) T50,PxBH(M),,TA4 TT9,AT,1 (C/D),,,CV9 CV10 CV36,S14,26
1063,a,METHYL CHLORIDE,,"甲基氯(制冷气体,R40)",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1063,b,REFRIGERANT GAS R40,,"甲基氯(制冷气体,R40)",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1064,,METHYL MERCAPTAN,,甲硫醇,,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M) T50,PxDH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1065,,"NEON, COMPRESSED",,"氖,压缩的",,1A,2,2.2,,120mL,662,E1,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10 CV36,,20
1066,,"NITROGEN, COMPRESSED",,"氮气,压缩的",,1A,2,2.2,,120mL,653 662,E1,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10 CV36,,20
1067,a,DINITROGEN TETROXIDE,,四氧化二氮,,2TOC,2,2.3+5.1+8,,0,,E0,P200,MP9,,T50,PxBH(M),TP21,TU17 TA4 TT9,AT,1 (C/D),,,CV9 CV10 CV36,S14,265
1067,b,NITROGEN DIOXIDE,,二氧化氮),,2TOC,2,2.3+5.1+8,,0,,E0,P200,MP9,,T50,PxBH(M),TP21,TU17 TA4 TT9,AT,1 (C/D),,,CV9 CV10 CV36,S14,265
1069,,NITROSYL CHLORIDE,,氯化亚硝酰,,2TC,2,2.3+8,,0,,E0,P200,MP9,,,,,,,1 (D),,,CV9 CV10 CV36,S14,
1070,,NITROUS OXIDE,,一氧化二氮,,2O,2,2.2+5.1,,0,584 662,E0,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,25
1071,,"OILGAS, COMPRESSED",,"油气,压缩的",,1TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M),CxBH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2 S14,263
1072,,"OXYGEN, COMPRESSED",,"氧气,压缩的",,10,2,2.2+5.1,,0,355 655 662,E0,P200,MP9,,(M),CxBN(M),,TA4 TT9,AT,3 (E),,,CV9 CV10 CV36,,25
1073,,"OXYGEN, REFRIGERATED LIQUID",,"氧气,冷冻液体",,3O,2,2.2+5.1,,0,,E0,P203,MP9,,T75,RxBN,TP5 TP22,TU7 TU19 TA4 TT9,AT,3 (C/E),V5,,CV9 CV11 CV36,S20,225
1075,,"PETROLEUM GASES, LIQUEFIED",,"石油气,液化的",,2F,2,2.1,,0,274 583 639 660 662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9 TT11,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1076,,PHOSGENE,,光气,,2TC,2,2.3+8,,0,,E0,P200,MP9,,,P22 DH(M),,TU17 TA4 TT9,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
1077,,PROPYLENE,,丙烯,,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1078,,"REFRIGERANT GAS,N.O.S.","such as mixture F1, mixture F2 or mixture F3","制冷气体,未另作规定的",如混合物F1、混合物F2或混合物F3,2A,2,2.2,,120mL,274 582 662,E1,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1079,,SULPHUR DIOXIDE,,二氧化硫,,2TC,2,2.3+8,,0,,E0,P200,MP9,,(M) T50,PxDH(M),TP19,TA4 TT9 TT10,AT,1 (C/D),,,CV9 CV10 CV36,S14,268
1080,,SULPHUR HEXAFLUORIDE,,六氟化硫,,2A,2,2.2,,120mL,662,E1,P200,MP9,,(M),PxBN(M),,TA4 TT9,AT,3 (C/E),,,CV9 CV10 CV36,,20
1081,,"TETRAFLUORO ETHYLENE, STABILIZED",,"四氟乙烯,稳定的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M),PxBN(M),,TU40 TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1082,a,"TRIFLUOROCHLOROETHYLENE, STABILIZED",,"三氟氯乙烯,稳定的",,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M) T50,PxBH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2S14,263
1082,b,REFRIGERANT GAS R1113,,"三氟氯乙烯,稳定的",,2TF,2,2.3+2.1,,0,,E0,P200,MP9,,(M) T50,PxBH(M),,TA4 TT9,FL,1 (B/D),,,CV9 CV10 CV36,S2S14,263
1083,,"TRIMETHYLAMINE, ANHYD ROUS",,"三甲胺,无水的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,23
1085,,"VINYL BROMIDE, STABILIZED",,"乙烯基溴(溴代乙烯),稳定的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1086,,"VINYL CHLORIDE, STABILIZED",,"乙烯基氯(氯乙烯),稳定的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1087,,"VINYL METHYLETHER, STABILIZED",,"乙烯基甲基醚,稳定的",,2F,2,2.1,,0,662,E0,P200,MP9,,(M) T50,PxBN(M),,TA4 TT9,FL,2 (B/D),,,CV9 CV10 CV36,S2 S20,239
1088,,ACETAL,,乙缩醛,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1089,,ACETALDEHYDE,,乙醛,,F1,3,3,I,0,,E0,P001,MP7 MP17,,T11,L4BN,TP2 TP7,TU8,FL,1 (D/E),,,,S2 S20,33
1090,,ACETONE,,丙酮(丙酮溶液),,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1091,,ACETONEOILS,,丙酮油类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
1092,,"ACROLEIN, STABILIZED",,"丙烯醛,稳定的",,TF1,6.1,6.1+3,I,0,354,E0,P601,MP8 MP17,,T22,L15CH,TP2 TP7 TP35,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1093,,"ACRYLONIT-RILE,STABI-LIZED",,"丙烯腈,稳定的",,FT1,3,3+6.1,I,0,,E0,P001,MP7 MP17,,T14,L10CH,TP2,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
1098,,ALLYL ALCOHOL,,烯丙醇,,TF1,6.1,6.1+3,I,0,354,E0,P602,MP8 MP17,,T20,L10CH,TP2 TP35,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2S9 S14,663
1099,,ALLYL BROMIDE,,烯丙基溴,,FT1,3,3+6.1,I,0,,E0,P001,MP7 MP17,,T14,L10CH,TP2,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
1100,,ALLYL CHLORIDE,,烯丙基氯,,FT1,3,3+6.1,I,0,,E0,P001,MP7 MP17,,T14,L10CH,TP2,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
1104,,AMYL ACETATES,,乙酸戊酯类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1105,a,PENTANOLS,,戊醇类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1 TP29,,FL,2 (D/E),,,,S2 S20,33
1105,b,PENTANOLS,,戊醇类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1106,a,AMYL AMINE,,戊胺,,FC,3,3+8,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,,FL,2 (D/E),,,,S2 S20,338
1106,b,AMYL AMINE,,戊胺,,FC,3,3+8,III,5L,,E1,P001 IBC03 R001,MP19,,T4,L4BN,TP1,,FL,3 (D/E),V12,,,S2,38
1107,,AMYL CHLORIDE,,戊基氯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1108,a,1-PENTENE,,1-戊烯,,F1,3,3,I,0,,E3,P001,MP7 MP17,,T11,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,33
1108,b,n-AMYLENE,,正戊烯,,F1,3,3,I,0,,E3,P001,MP7 MP17,,T11,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,33
1109,,AMYL FORMATES,,甲酸戊酯类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1110,,n-AMYL METHYL KETONE,,甲基戊基 (甲)酮,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1111,,AMYL MERCAPTAN,,戊硫醇,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1112,,AMYL NITRATE,,硝酸戊酯,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1113,,AMYL NITRITE,,亚硝酸戊酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1114,,BENZENE,,苯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1120,a,BUTANOLS,,丁醇类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1 TP29,,FL,2 (D/E),,,,S2 S20,33
1120,b,BUTANOLS,,丁醇类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1123,a,BUTYL ACETATES,,乙酸丁酯类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1123,b,BUTYL ACETATES,,乙酸丁酯类,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1125,,n-BUTYLAMINE,,正丁胺,,FC,3,3+8,II,1L,,E2,P001 IBC02,MP19,,T7,L4BH,TP1,,FL,2 (D/E),,,,S2 S20,338
1126,,1-BROMOBUTANE,,1-溴丁烷,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1127,,CHLOROBUTAN ES,,氯丁烷类,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1128,,n-BUTYL FORMATE,,甲酸正丁酯,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1129,,BUTYRALDE-HYDE,,丁醛,,F1,3,3,II,1L,,E2,P001 IBC02 R001,MP19,,T4,LGBF,TP1,,FL,2 (D/E),,,,S2 S20,33
1130,,CAMPHOR OIL,,樟脑油,,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
1131,,CARBON DISULPHIDE,,二硫化碳,,FT1,3,3+6.1,I,0,,E0,P001,MP7 MP17,PP31,T14,L10CH,TP2 TP7,TU2 TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
1133,a,ADHESIVES,containing flammable liquid,胶黏剂类,含有易燃液体,F1,3,3,I,500mL,,E3,P001,MP7 MP17,,T11,L4BN,TP1 TP8 TP27,,FL,1 (D/E),,,,S2 S20,33
1133,b,ADHESIVES,containing flammable liquid(vapour pressure at 50°C more than 110kPa),胶黏剂类,"含有易燃液体 (50°C时,蒸气压大于110kPa)",F1,3,3,II,5L,640C,E2,P001,MP19,PP1,T4,L1. 5 BN,TP1 TP8,,FL,2 (D/E),,,,S2 S20,33
