unid,var,nameJTT_EN,qdtJTT_EN,nameJTT_ZH,qdtJTT_ZH,ccodeJTT,classJTT,labelJTT,pgJTT,lqJTT,sprovJTT,eqJTT,piJTT,mixpJTT,ppJTT,tiJTT,adrtJTT,tpJTT,adrtpJTT,tankvJTT,tcatJTT,pprovJTT,bprovJTT,lprovJTT,oprovJTT,hintJTT
2735,b,"POLYAMINES, LIQUID, CORROSIVE, N.O.S.",,"聚胺类,液体的,腐蚀的,未另作规定的",,C7,8,8,I,0,274,E0,P001,MP8 MP17,,T14,L10BH,TP2 TP27,,AT,1 (E),,,,S20,88
2735,c,"AMINES, LIQUID, CORROSIVE, N.O.S.",,"胺类,液体的,腐蚀的,未另作规定的",,C7,8,8,II,1L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP1 TP27,,AT,2 (E),,,,,80
2735,d,"POLYAMINES, LIQUID, CORROSIVE, N.O.S.",,"聚胺类,液体的,腐蚀的,未另作规定的",,C7,8,8,II,1L,274,E2,P001 IBC02,MP15,,T11,L4BN,TP1 TP27,,AT,2 (E),,,,,80
2735,e,"AMINES, LIQUID, CORROSIVE, N.O.S.",,"胺类,液体的,腐蚀的,未另作规定的",,C7,8,8,III,5L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2735,f,"POLYAMINES, LIQUID, CORROSIVE, N.O.S.",,"聚胺类,液体的,腐蚀的,未另作规定的",,C7,8,8,III,5L,274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BN,TP1 TP28,,AT,3 (E),V12,,,,80
2738,,N-BUTYLANILINE,,N-丁基苯胺,,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2739,,BUTYRIC ANHYDRIDE,,丁酸酐,,C3,8,8,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2740,,n-PROPYL CHLOROFORMATE,,氯甲酸正丙酯,,TFC,6.1,6.1+3+8,I,0,,E0,P602,MP8 MP17,,T20,L10CH,TP2,TU14 TU15 TE19 TE21,FL,1 (C/D),,,CV1 CV13 CV28,S2 S9 S14,668
2741,,BARIUM HYPOCHLORITE,with more than 22% available chlorine,次氯酸钡,含有效氯大于22%,OT2,5.1,5.1+6.1,II,1kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
2742,,"CHLOROFORMATES, TOXIC, CORROSIVE, FLAMMABLE, N.O.S.",,"氯甲酸酯类,有毒的,腐蚀的,易燃的,未另作规定的",,TFC,6.1,6.1+3+8,II,100mL,274 561,E4,P001 IBC01,MP15,,,L4BH,,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,638
2743,,n-BUTYL CHLOROFORMATE,,氯甲酸丁酯,,TFC,6.1,6.1+3+8,II,100mL,,E0,P001,MP15,,T20,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,638
2744,,CYCLOBUTYL CHLOROFORMATE,,氯甲酸环丁酯,,TFC,6.1,6.1+3+8,II,100mL,,E4,P001 IBC01,MP15,,T7,L4BH,TP2,TU15 TE19,FL,2 (D/E),,,CV13 CV28,S2 S9 S19,638
2745,,CHLOROMETHYL CHLOROFORMATE,,氯甲酸氯甲酯,,TC1,6.1,6.1+8,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
2746,,PHENYL CHLOROFORMATE,,氯甲酸苯酯,,TC1,6.1,6.1+8,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
2747,,tert-BUTYLCYCLOHEXYL CHLOROFORMATE,,氯甲酸叔丁基环己酯,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2748,,2-ETHYLHEXYL CHLOROFORMATE,,氯甲酸-2-乙基己酯,,TC1,6.1,6.1+8,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,68
2749,,TETRAMETHYL-SILANE,,四甲基硅烷,,F1,3,3,I,0,,E0,P001,MP7 MP17,,T14,L4BN,TP2,,FL,1 (D/E),,,,S2 S20,33
2750,,"1,3-DICHLOROPR-OPANOL-2",,"1,3-二氯-2-丙醇",,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2751,,DIETHYLTHIO-PHOSPHORYL CHLORIDE,,二乙基硫代磷酰氯,,C3,8,8,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2752,,"1,2-EPOXY-3-ETHOXYPROPANE",,"1,2-环氧-3-乙氧基丙烷",,F1,3,3,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T2,LGBF,TP1,,FL,3 (D/E),V12,,,S2,30
2753,,"N-ETHYLBENZYLTOLUIDINES, LIQUID",,"N-乙基苄基甲苯胺类,液体的",,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2754,,N-ETHYLTOLUIDINES,,N-乙基甲苯胺类,,T1,6.1,6.1,II,100mL,,E4,P001 IBC02,MP15,,T7,L4BH,TP2,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2757,a,"CARBAMATE PESTICIDE, SOLID,TOXIC",,"氨基甲酸酯农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2757,b,"CARBAMATE PESTICIDE, SOLID,TOXIC",,"氨基甲酸酯农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2757,c,"CARBAMATE PESTICIDE, SOLID,TOXIC",,"氨基甲酸酯农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2758,a,"CARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"氨基甲酸酯农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2758,b,"CARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"氨基甲酸酯农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2759,a,"ARSENICAL PESTICIDE, SOLID,TOXIC",,"含砷农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2759,b,"ARSENICAL PESTICIDE, SOLID,TOXIC",,"含砷农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2759,c,"ARSENICAL PESTICIDE, SOLID,TOXIC",,"含砷农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2760,a,"ARSENICAL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"含砷农药,液体的,易燃的","有毒的,闪点低于23°C",FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2760,b,"ARSENICAL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"含砷农药,液体的,易燃的","有毒的,闪点低于23°C",FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2761,a,"ORGANOCHLORINEPESTICIDE, SOLID,TOXIC",,"有机氯农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2761,b,"ORGANOCHLORINEPESTICIDE, SOLID,TOXIC",,"有机氯农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2761,c,"ORGANOCHLORINEPESTICIDE, SOLID,TOXIC",,"有机氯农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2762,a,"ORGANOCHLORINEPESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"有机氯农药,液体的,易燃的","有毒的,闪点低于23°C",FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2762,b,"ORGANOCHLORINEPESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"有机氯农药,液体的,易燃的","有毒的,闪点低于23°C",FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2763,a,"TRIAZINE PESTICIDE, SOLID,TOXIC",,"三嗪农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2763,b,"TRIAZINE PESTICIDE, SOLID,TOXIC",,"三嗪农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2763,c,"TRIAZINE PESTICIDE, SOLID,TOXIC",,"三嗪农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2764,a,"TRIAZINE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"三嗪农药,液体的,易燃的","有毒的,闪点低于23°C",FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2764,b,"TRIAZINE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"三嗪农药,液体的,易燃的","有毒的,闪点低于23°C",FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2771,a,"THIOCARBAMATE PESTICIDE, SOLID,TOXIC",,"硫代氨基甲酸酯农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2771,b,"THIOCARBAMATE PESTICIDE, SOLID,TOXIC",,"硫代氨基甲酸酯农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2771,c,"THIOCARBAMATE PESTICIDE, SOLID,TOXIC",,"硫代氨基甲酸酯农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2772,a,"THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"硫代氨基甲酸酯农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2772,b,"THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"硫代氨基甲酸酯农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2775,a,"COPPER BASED PESTICIDE, SOLID, TOXIC",,"铜基农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2775,b,"COPPER BASED PESTICIDE, SOLID, TOXIC",,"铜基农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2775,c,"COPPER BASED PESTICIDE, SOLID, TOXIC",,"铜基农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2776,a,"COPPERBASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"铜基农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2776,b,"COPPER BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"铜基农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2777,a,"MERCURY BASED PESTICIDE, SOLID,TOXIC",,"汞基农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2777,b,"MERCURY BASED PESTICIDE, SOLID,TOXIC",,"汞基农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2777,c,"MERCURY BASED PESTICIDE, SOLID,TOXIC",,"汞基农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2778,a,"MERCURY BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"汞基农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2778,b,"MERCURY BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"汞基农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2779,a,"SUBSTITUTED NITROPHENOL PESTICIDE, SOLID,TOXIC",,"取代硝基苯酚农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2779,b,"SUBSTITUTED NITROPHENOL PESTICIDE, SOLID,TOXIC",,"取代硝基苯酚农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2779,c,"SUBSTITUTED NITROPHENOL PESTICIDE, SOLID,TOXIC",,"取代硝基苯酚农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2780,a,"SUBSTITUTED NITROPHEN OL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"取代硝基苯酚农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2780,b,"SUBSTITUTED NITROPHEN OL PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"取代硝基苯酚农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2781,a,"BIPYRIDILIUM PESTICIDE, SOLID,TOXIC",,"联吡啶农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2781,b,"BIPYRIDILIUM PESTICIDE, SOLID,TOXIC",,"联吡啶农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2781,c,"BIPYRIDILIUM PESTICIDE, SOLID,TOXIC",,"联吡啶农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2782,a,"BIPYRIDILIUM PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"联吡啶农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2782,b,"BIPYRIDILIUM PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"联吡啶农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2783,a,"ORGANOPHOSPHORUS PESTICIDE, SOLID,TOXIC",,"有机磷农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2783,b,"ORGANOPHOSPHORUS PESTICIDE, SOLID,TOXIC",,"有机磷农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2783,c,"ORGANOPHOSPHORUS PESTICIDE, SOLID,TOXIC",,"有机磷农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2784,a,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"有机磷农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2784,b,"ORGANOPHOSPHORUS PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"有机磷农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2785,,4-THIAPENTANAL,,4-硫杂戊醛,,T1,6.1,6.1,III,5L,,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BH,TP1,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2786,a,"ORGANOTIN PESTICIDE, SOLID,TOXIC",,"有机锡农药,固体的,有毒的",,T7,6.1,6.1,I,0,61 274 648,E5,P002 IBC07,MP18,,T6,S10AH L10CH,TP33,TU14 TU15 TE19 TE21,AT,1 (C/E),V10,,CV1 CV13 CV28,S9 S14,66
2786,b,"ORGANOTIN PESTICIDE, SOLID,TOXIC",,"有机锡农药,固体的,有毒的",,T7,6.1,6.1,II,500g,61 274 648,E4,P002 IBC08,MP10,B4,T3,SGAH L4BH,TP33,TU15 TE19,AT,2 (D/E),V11,,CV13 CV28,S9 S19,60
2786,c,"ORGANOTIN PESTICIDE, SOLID,TOXIC",,"有机锡农药,固体的,有毒的",,T7,6.1,6.1,III,5kg,61 274 648,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAH L4BH,TP33,TU15 TE19,AT,2 (E),,VC1 VC2 AP7,CV13 CV28,S9,60
2787,a,"ORGANOTIN PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"有机锡农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,I,0,61 274,E0,P001,MP7 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE21,FL,1 (C/E),,,CV13 CV28,S2 S22,336
2787,b,"ORGANOTIN PESTICIDE, LIQUID, FLAMMABLE, TOXIC",flash-point less than 23°C,"有机锡农药,液体的,易燃的,有毒的",闪点低于23°C,FT2,3,3+6.1,II,1L,61 274,E2,P001 IBC02 R001,MP19,,T11,L4BH,TP2 TP27,TU15,FL,2 (D/E),,,CV13 CV28,S2 S22,336
2788,a,"ORGANOTIN COMPOUND, LIQUID,N.O.S.",,"有机锡化合物,液体的,未另作规定的",,T3,6.1,6.1,I,0,43 274,E5,P001,MP8 MP17,,T14,L10CH,TP2 TP27,TU14 TU15 TE19 TE21,AT,1 (C/E),,,CV1 CV13 CV28,S9 S14,66
2788,b,"ORGANOTIN COMPOUND, LIQUID,N.O.S.",,"有机锡化合物,液体的,未另作规定的",,T3,6.1,6.1,II,100mL,43 274,E4,P001 IBC02,MP15,,T11,L4BH,TP2 TP27,TU15 TE19,AT,2 (D/E),,,CV13 CV28,S9 S19,60
2788,c,"ORGANOTIN COMPOUND, LIQUID,N.O.S.",,"有机锡化合物,液体的,未另作规定的",,T3,6.1,6.1,III,5L,43 274,E1,P001 IBC03 LP01 R001,MP19,,T7,L4BH,TP2 TP28,TU15 TE19,AT,2 (E),V12,,CV13 CV28,S9,60
2789,a,"ACETIC ACID, GLACIAL","more than 80% acid,by mass",冰醋酸,按质量含酸超过80%,CF1,8,8+3,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2789,b,ACETIC ACID SOLUTION,"more than 80% acid,by mass",乙酸溶液,按质量含酸超过80%,CF1,8,8+3,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,FL,2 (D/E),,,,S2,83
2790,a,ACETIC ACID SOLUTION,"not less than 50% but not more than 80% acid,by mass",乙酸溶液,按质量含酸不低于50%但不超过80%,C3,8,8,II,1L,,E2,P001 IBC02,MP15,,T7,L4BN,TP2,,AT,2 (E),,,,,80
2790,b,ACETIC ACID SOLUTION,"more than 10% and less than 50% acid,by mass",乙酸溶液,按质量含酸大于10%但小于50%,C3,8,8,III,5L,597 647,E1,P001 IBC03 LP01 R001,MP19,,T4,L4BN,TP1,,AT,3 (E),V12,,,,80
2793,a,FERROUS METAL BORINGS,in a form liable to self-heating,黑色金属的镗屑,易自热的,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3B6,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2793,b,SHAVINGS,in a form liable to self-heating,刨屑,易自热的,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3B6,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2793,c,"SHAVINGS, TURNINGS",in a form liable to self-heating,旋屑,易自热的,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3B6,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2793,d,CUTTINGS,in a form liable to self-heating,切屑,易自热的,S4,4.2,4.2,III,0,592,E1,P003 IBC08 LP02 R001,MP14,PP20 B3B6,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
2794,a,"BATTERIES, WET,FILLED WITH ACID",electric storage,"蓄电池,湿的","装有酸液,蓄存电的",C11,8,8,,1L,295 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2794,b,"BATTERIES, WET,FILLED WITH ACID",electric storage,"蓄电池,湿的","装有酸液,蓄存电的",C11,8,8,,1L,295 598,E0,P801a,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2795,a,"BATTERIES, WET,FILLED WITH ALKALI",electric storage,"蓄电池,湿的","装有碱液,蓄存电的",C11,8,8,,1L,295 598,E0,P801,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
2795,b,"BATTERIES, WET,FILLED WITH ALKALI",electric storage,"蓄电池,湿的","装有碱液,蓄存电的",C11,8,8,,1L,295 598,E0,P801a,,,,,,,,3 (E),,VC1 VC2 AP8,,,80
